,hsa-mir-23a,hsa-mir-27a,hsa-mir-24-2,AR,ARNTL,BCL6,BRD1,BRD4,BRD7,CDK8,CEBPA,CEBPB,CREB1,CTCF,CTCFL,E2F1,E2F6,EGR1,ELF1,EP300,EPAS1,ERG,ESR1,ESRRA,ETS1,EZH2,FLI1,FOS,FOSL1,FOSL2,FOXA1,FOXO1,GABPA,GATA1,GATA2,GATA3,GTF2B,GTF2I,HAND2,HEY1,HIF1A,JMJD1C,JUN,JUND,KAT7,KDM1A,KDM5B,KLF1,KLF3,KLF5,KMT2A,LARP7,LMO2,LMO3,LYL1,MAF,MAFK,MAX,MAZ,MED1,MED12,MEF2A,MEN1,MYC,MYCN,NCOR1,NFATC3,NFE2,NFE2L2,NFIC,NFKB1,NFKB2,NOTCH1,NR2F2,NR4A1,PAX5,PBX3,PGR,PHF8,RARA,RELA,RUNX1,RUNX1T1,RUNX2,RUNX3,SIN3A,SMAD1,SON,SP1,SPI1,STAT1,STAT3,STAT5B,TAF1,TAL1,TBP,TCF12,TCF3,TCF4,TEAD4,TFAP2A,TFAP2C,TFAP4,TGFB1,USF1,YY1,ZIC1
ETS1,0.186454307902583,0.0860820755773309,0.0266804516983426,-0.0211760487429834,0.267214286115782,0.132898639736548,0.0548334080728547,-0.158406427795153,-0.108759137871775,-0.172307842122168,-0.119879912648616,-0.0746683031601769,0.342357438540293,0.155991166429614,-0.0836886929416193,-0.251008834517711,-0.175328523925441,0.201621662662391,0.361356279703658,0.226963986934947,0.510551202318145,0.456453286218842,0.0362554694638514,-0.16865065578016,1,-0.182804159365493,0.733689436662316,0.167110900341445,0.125840039378444,0.120031673607323,-0.189232086303755,0.328417839395042,0.316744623340461,0.124885278693762,-0.0211701837714547,0.199246277403213,0.0310895884108108,0.162642394011696,-0.0661119551305523,0.14669050030701,0.195261154858296,0.349369932614776,0.0557475904969312,-0.21223940420375,0.0997411137633016,-0.246828842038087,-0.0563438987688806,-0.10418434536885,-0.00616569405726422,-0.0924431101575812,0.296696393582069,0.0614967429252219,0.32402574366492,0.0756021997717829,0.340355069545813,0.427309598610162,0.16849909861114,0.168390499793271,-0.247050937128541,0.215557413398185,0.0625136229728296,0.418080902735873,-0.336821717687317,0.0529337878809305,-0.0199906761409508,0.22702455913717,0.314905970912241,0.0233493337272156,0.0957402031421016,0.0158996723968773,0.398153423064593,0.114225060928278,0.176181103855629,0.161878009215456,0.179318786554034,0.213432234043023,0.152012624885053,0.0627049952225366,-0.148233674871278,0.119200679965184,-0.0555105802634483,0.239010332810234,0.352558796609829,0.278684836352047,0.298400238816731,0.130147543980179,0.136277773664079,0.300541297351613,0.175199332823002,0.331025779807418,0.251112812909473,0.230462327472267,0.35556878330545,0.195930777607059,0.439955938992936,-0.125024405286333,0.171983678170733,-0.174866830756619,0.400949144035686,0.00488315034717767,-0.0706030742399135,-0.0938912956431356,-0.312929863734056,0.380951212403817,-0.12214524761328,-0.0426702945730311,-0.117833216119483
EZH2,0.165905478423493,0.270011450984274,0.179505319953859,-0.340684123440432,-0.186361699740509,-0.0681437320478853,0.174064864375276,0.362248482924496,0.128478517562885,0.3988623163638,0.130684694411738,0.149686075845365,0.0502976795872528,0.211262718450588,0.14809515501758,0.768406402337142,0.288143103215093,-0.319553925302018,0.00389869116687554,-0.0488472113684695,-0.455353832060881,-0.366181226877636,-0.101705536312982,0.0441194411028036,-0.182804159365493,1,-0.225017038794691,-0.283023952318615,0.250393468607919,0.0137464338231447,0.250958265949958,-0.263386254183425,-0.10353168150911,-0.0775767375314753,-0.257035662159075,-0.0375850150427596,0.106628615547623,-0.0813677140599965,0.122633406507716,-0.0367623280655341,-8.59854263477499e-05,-0.201976890198056,-0.242884003651607,-0.151254314669406,-0.11849207941382,0.494155888366649,0.284636751609872,0.288272608497641,0.0179240928574919,0.309126563396309,-0.190285655660044,-0.0262690167643355,-0.307242698878283,-0.242892979901831,-0.0957831888060327,-0.29343058148571,-0.0711821080083944,-0.0183121189707925,0.351744661260946,0.132118979389341,0.0657784614225431,-0.28457420920254,0.313724490996654,0.28146399360194,0.19167637002841,-0.151670465079643,0.121659387026948,0.08410380918724,-0.0262403871814025,-0.38327372140913,0.0612261494660964,0.226040815241487,0.253593569667167,-0.237961827144519,-0.366489884604023,0.191897035399007,-0.291784742780205,-0.217598732831955,0.10762115107634,-0.14348479609003,0.102224785675432,0.347798226448721,-0.272175136922472,0.178256155598958,0.364238946418286,0.0760667923842855,0.0336896264206648,-0.0668323615155963,0.170154959573129,0.0973343769399739,0.24144292680354,-0.0671164852568706,-0.464190802687136,0.0479468294852192,-0.435120452804777,0.329933003651659,-0.0215873426148777,0.60276044798,-0.162628361154736,0.35259294061475,0.301715729870396,0.227010776414587,0.534010372807599,0.0416707969907769,0.336165694569644,0.159222141025196,0.176318239936379
FLI1,0.00635723610271501,-0.0669448107517349,-0.124520117200363,0.178329198243764,0.287756118034554,0.21142425831799,-0.095537937433547,-0.226198672870062,-0.115227274740912,-0.26303759217407,-0.000267904492532217,-0.0629253648639125,0.29059624506643,0.0143357886095421,-0.0240403706803934,-0.283669422770647,-0.195643561574551,0.207237553623352,0.179447124634253,0.0692916592803996,0.460230495325061,0.53690076481748,0.141660393782656,-0.257544994009045,0.733689436662316,-0.225017038794691,1,0.138538736065199,-0.0826012612548966,0.0318050935027852,-0.16894315653927,0.299120913204631,0.311592338001458,0.197145228937446,0.0711103190961767,0.200841846398064,0.0164207765872926,0.0252498347816143,-0.0112551349579261,0.200859258139386,0.131439809527804,0.291529918398446,0.0595439527454192,-0.127028125542917,0.047129308438443,-0.329264093817308,-0.158051599237788,-0.00962815028967365,-0.137772688886473,-0.271554183112132,0.229435403193883,0.0951715513935166,0.577711202208981,0.171125004977887,0.593671004134574,0.507623264654893,0.00972297690165125,0.173410137270576,-0.310228901590937,0.0844644040959872,-0.0509100603784484,0.414728508951297,-0.36367839205431,-0.0853660851093811,0.015423866622313,0.128007171168144,0.249218618877483,0.0949304488347756,0.00528569685767827,0.130719452336253,0.251908924967695,0.0695288908104707,0.111617152024448,0.197964544915779,0.0800928471169253,0.233110932004655,0.25588250200163,0.202716993929283,-0.176808256254033,0.125403277061572,-0.159906804046688,0.197975109617451,0.524332117721813,0.280854804260212,0.293006482455103,0.073350566675957,0.134224168844348,0.193876860696461,0.0441785577369608,0.572540390502302,0.218399253654617,0.19608360234057,0.376441842028778,0.102476149051439,0.605933147539299,-0.113825163899723,0.154114010199108,-0.216280638928709,0.571931781795436,-0.0983490819062572,-0.204086788734536,-0.16157178007643,-0.376793350763566,0.41650655252731,0.0243262140212387,-0.0942133778720354,-0.0145654343885345
FOS,0.0586785205507664,0.158955969420637,0.183122771258063,0.0413387053343554,0.0955278611873151,0.147152492837354,0.0584295570830085,-0.112432346885496,-0.0744711743479409,-0.0987807124953184,0.000385925270637018,0.153443502653275,0.103761798653399,-0.0685186287660714,-0.0416321419106755,-0.327898768840658,-0.175304279110731,0.818713249978961,0.236751215615097,0.0910808457280697,0.341982568079986,0.291198233020671,0.0603302529069911,-0.052946343157987,0.167110900341445,-0.283023952318615,0.138538736065199,1,0.271294807952775,0.320391864962238,0.0824420935969147,0.240009884547269,0.0677011473705158,0.111249630113479,0.219128405761153,0.118083799803266,0.0441035649035332,0.0706012706732106,0.130330340411507,-0.0279117463181333,0.152936370284874,0.159021851841554,0.673210916583492,0.280464927483212,-0.0619662297849873,-0.107024430883872,0.00251162669444313,-0.110811878700934,0.301007375486909,0.237717716665409,0.10325976308592,0.0114290120098427,0.0703859205756203,0.15936860339781,0.022839649989333,0.161403718775501,0.257095242801351,0.0665652623263387,-0.147748654473242,-0.0411580000190046,0.00218193458968966,0.162877288558333,-0.208849601425437,0.143773668306241,-0.0758056699515312,0.106265243883837,0.0241561142185262,0.0764631279776127,0.220184428505537,0.110553110496264,0.187310260007991,-0.00420551974723028,0.0770825279867905,0.08974679765491,0.640939983919172,0.0967886747224898,0.149806448212584,0.164845041950481,-0.0423779513156019,0.0132044688128566,0.0254401584719514,0.113187383867,0.154924403206097,0.177146027633592,0.0388453091331636,-0.0123145120588953,0.118129930459464,0.100930572858461,0.0558338546605891,-0.00250167314450866,-0.0191428648301046,0.209786014010599,0.0825408357863034,0.0575274343968653,0.242082485698354,-0.108679759078732,-0.0195055055487614,-0.179701869693464,0.160423158491781,0.00124796836603397,0.0265221383582617,0.141891923849895,-0.197650378426345,0.13036507399571,-0.220432156003374,-0.00575546697743241,-0.171329789208568
FOSL1,0.388836504961204,0.563721663170438,0.488490009932169,-0.473898340543122,-0.0107698448435315,0.0687255719757737,0.11010546455122,0.235381807146269,0.0414351369150626,0.214878391343138,0.00866281083902814,0.445858409324736,-0.0938937151109843,-0.1021477534965,-0.0082359517366525,0.20143089519621,0.0318530825889043,0.213294925185049,0.155372689096225,-0.0306273308443125,0.108008307157986,-0.0586859828653693,-0.255291573679532,0.24973992347044,0.125840039378444,0.250393468607919,-0.0826012612548966,0.271294807952775,1,0.498051802155775,0.0710406549103324,0.0721929971171841,-0.250477321420883,-0.00459784966509974,-0.102641788885585,-0.0322560632739407,0.143521023746773,-0.140840558520267,0.0629710808284191,-0.07532328764386,0.334851391170488,-0.150221127818764,0.21840622394099,0.0942458686167124,-0.301029646277806,0.199240330038108,0.089974941221882,0.000877745542642897,0.299571926792319,0.528661820011123,-0.188501576856178,-0.153229327519506,-0.182222420919242,-0.201228979964774,0.00746558743928727,0.0558005330097247,0.377753520386524,0.0809598251480312,-0.00920255691245947,-0.034206360403345,-0.0747272821199262,-0.0740720110833903,0.0679817590311868,0.397113180845328,-0.095845233609363,-0.0985339615644568,0.0141699140958975,0.142571150813531,0.325923435654185,-0.191354602805143,0.289770213962465,0.370950327966988,0.222954423976461,-0.169472750954775,0.121358777524476,0.153541336344031,-0.151437137329791,-0.230560457381432,-0.231329051837597,-0.0807179456324209,0.319727096981093,0.348439707959218,-0.222934109826774,0.287077397295421,0.379291768032606,-0.13487320591217,-0.0245675400181443,-0.117462912931872,0.0886854526778985,0.15456709613311,0.235311144982958,0.180142876733318,-0.277506992580643,-0.144448948429145,-0.159398723058472,0.0577890232755057,-0.223323343389836,0.232526691034846,-0.1110614466522,0.469910013173133,0.213961966877931,0.239872466837273,0.140149195147041,0.442434534352416,-0.0109558161361119,0.0539046519432801,-0.0777826259205492
FOSL2,0.33808107631507,0.397926616266473,0.329918618287206,-0.0414795777081703,0.0221164668401369,0.270556700422856,0.0356962323330994,0.178324856646282,-0.128279395299481,0.0254651211218921,-0.0605648697684078,0.337714252914636,0.116830744305292,-0.0691565000264103,0.00461740423478511,-0.0505018282371339,-0.100002370997362,0.288332722509025,0.321570823233119,0.179090487777268,0.275165083740298,0.144503318107571,0.0835408834421177,0.0765126705911131,0.120031673607323,0.0137464338231447,0.0318050935027852,0.320391864962238,0.498051802155775,1,0.160731347185843,0.168661106104855,-0.0710607624983411,0.109310567143915,0.0920804651809078,0.206095101825011,-0.0702758337500851,0.13970586797898,0.0208211591102105,-0.197304807148541,0.347277863401902,0.0847518810776497,0.323159086529966,0.0573718848496915,-0.242846428356398,-0.0246421310455888,0.174834716776612,-0.1538343221986,0.392446204770795,0.448264968728574,0.0273311231692934,-0.14442622068492,-0.135337988398379,-0.178276634608272,-0.101512767292135,0.129080324415296,0.389348349225616,-0.0528371748307132,-0.0468777498472108,0.107380691992058,0.112609281640846,0.263847590831467,-0.159429229169252,0.269219913800992,-0.180616335450171,0.113307168989105,0.178471762477847,0.0587857121763818,0.41305791134326,0.0888483143999027,0.381002238594703,0.220912264628278,0.0600178399515745,0.248123963488959,0.207916352684919,0.0640072186488625,-0.116022479500063,0.125866608351035,-0.043340758147986,0.0540484529520116,0.185653583289664,0.434511716891501,-0.0815289762121831,0.34902793995922,0.302332582035145,0.0461283738875661,0.19569775317092,0.106143751085583,0.40678567656785,0.0811495102254747,0.226002208519714,0.407636206532522,-0.124048490972962,0.0657772920597459,-0.031607066864821,-0.101606721834318,-0.148953674403338,-0.0478504063343874,0.0131341692026278,0.311015326658767,0.19430904386843,0.23334476172563,-0.107296759733206,0.330417093188505,-0.223582120164721,0.0064354072997454,-0.159357852167317
FOXA1,0.0614616619609731,0.208008938118143,0.190489809105612,0.171156593765298,-0.17730667838048,-0.0241085978002399,0.112625619184093,0.0190190614405053,-0.149384303438614,0.150921915213778,0.302581016614445,0.167122262032741,0.11373829372075,0.0516658141648031,-0.0570186414369561,0.121380736955402,-0.00688259785611932,0.00599882614969195,0.244708504144854,0.0995008633714032,-0.0687527400404688,0.0658411442042441,0.235716347924996,-0.0420567097625576,-0.189232086303755,0.250958265949958,-0.16894315653927,0.0824420935969147,0.0710406549103324,0.160731347185843,1,-0.0963644663156526,-0.0412139311126453,0.0523010654762439,0.197267849594906,0.343740735233527,0.118169510447524,-0.000468364312560595,0.21415859776106,-0.183936785131233,-0.0964347928611334,-0.000100688473730247,0.0413286657532533,-0.040727868649013,-0.183693933860401,0.192678612719038,0.361374262964251,0.0429120704323249,0.31657754107721,0.359145576048783,-0.134405020602974,-0.018229503004895,-0.353194114479318,-0.0664423137177154,-0.26210289575136,-0.254652676622808,0.0809855594823037,-0.129812650604614,0.210513900852112,0.169992794202292,0.0250789510441583,-0.170140380042495,0.0709057641663858,0.175023679840404,-0.184902619522342,0.0308013621650744,0.165829040729333,-0.0594932523327019,0.0339242140919613,-0.0169368315165274,0.19923747487452,0.152019096557847,-0.0831364137928801,0.136893520922976,0.0199284503076027,0.202825217471791,-0.00313401912556097,0.218102953301683,0.339177007758948,0.0536781206108272,0.109690976654049,0.452645076322179,-0.120097626503142,0.194495261823963,0.124988461440883,0.081512638468905,0.0794304621849172,0.0608720925880528,0.227199759815848,-0.117106365578979,0.163562286925959,0.283876599215958,-0.266691982581922,0.108531461890074,-0.209441562660829,-0.0496240589475859,-0.162265295203574,0.0965010399795123,-0.172360547594383,0.0678204994815902,0.37635838461233,0.362129899156093,0.138477637975993,-0.0980898847528184,0.0137155617258191,0.0306389296610771,-0.066397822749236
FOXO1,0.0244572324697483,0.036465087961757,0.0332842166112916,0.116718354660282,0.272061579906452,0.229462086062438,0.040163977791105,0.0533573972853976,-0.0303105822917251,0.00569861532188372,-0.0299239492754184,0.125985902593376,0.220527361951285,0.0563576304867125,0.125151731200784,-0.29819832848724,-0.161266327825242,0.28533402602277,0.37348783259721,0.272343239898285,0.323992787722893,0.277141058409844,0.130312707534017,-0.126541867066211,0.328417839395042,-0.263386254183425,0.299120913204631,0.240009884547269,0.0721929971171841,0.168661106104855,-0.0963644663156526,1,0.233006230340936,0.0611570920700265,-0.0376467238793935,-0.0562544276693161,-0.00273073849786757,0.211250103278112,0.0687981628610959,0.0572862197280605,0.2720413386826,0.273461523876585,0.194227883064433,0.0104656893303245,0.0263472689586733,-0.168111052647011,-0.0299776697939344,-0.110803817038341,0.244893306733837,0.145871358774222,0.233389529381969,0.0259764705204645,0.184663422496816,0.160482539330565,0.0469203598563386,0.287348412533057,0.0954701555900138,-0.0100391757236243,-0.218430479070687,0.085418937706144,0.1008442604272,0.351325988732971,-0.239038468052103,-0.00684116282703421,-0.0217799713155176,0.237294610793884,0.238389700219229,0.026353200686635,0.301031838014146,0.20250577608106,0.248637206941704,-0.0299148818493977,0.149759596047275,0.126769562489788,0.185467584076822,0.0316104798540683,0.119661386198329,0.218944941646031,0.0343259176216923,-0.0679352813291842,0.0393155345366203,0.083540168982672,0.224927071576667,0.114593059029559,0.0941550283661131,0.165861484109687,0.250610259389916,0.206713882399749,0.147194259119693,0.0585559979832791,0.053703056922218,0.211108368400351,0.210603269933619,0.173144681021629,0.255097792876616,-0.0967553670855426,0.172244152339538,-0.130499057431698,0.273803208920316,-0.0859458712351176,-0.08689986549637,-0.0199218735185527,-0.231137350965595,0.111770507662224,-0.217100398565883,0.140286129797271,0.00403405025176747
GABPA,-0.0894405818776351,-0.149415167079677,-0.127588995051495,0.150233536650324,0.231108268226937,0.111647566392598,0.0103183444348669,-0.183783199731919,0.0988251987410045,-0.048966587595385,-0.0469801263123616,-0.230307223152125,0.579824337246637,0.244793909260247,0.104736298342917,-0.240840925601135,0.0867499207200684,0.0977607595771169,0.309017673287836,0.313484214557939,0.164594379047769,0.273299916289482,0.116363451950695,-0.418227778174339,0.316744623340461,-0.10353168150911,0.311592338001458,0.0677011473705158,-0.250477321420883,-0.0710607624983411,-0.0412139311126453,0.233006230340936,1,0.0906100219294343,-0.0287011377990043,0.125841132690913,0.124831562988112,0.355581688902607,0.0327405297204965,0.086577167076505,0.17397349775723,0.544820079953444,-0.0419027327563736,-0.22813351990003,0.294233534319764,-0.115476832846371,0.107225334693383,-0.0681532322928637,0.157228935337858,-0.110206437406259,0.395235639413805,0.449654754009888,0.147663700915248,0.22375337695311,-0.104178957191009,0.193354497598918,-0.159786421377589,-0.0686070924639574,-0.196382473193034,0.282126491497248,0.0540855948212595,0.430009367077204,-0.334705697897391,-0.112388486849898,0.0893190264031919,0.284702029818262,0.242343804101493,-0.0764699263352675,0.178390076132235,0.0135296446731487,0.0800332535302397,-0.256374471141084,-0.0281132969580936,0.0777098606683423,0.0567799021013114,0.043146617140568,0.309270834261176,0.151100781710141,0.0982060251535324,-0.126036148444758,-0.320492236924577,0.0507784873985372,0.323899914031374,0.0978046541292204,-0.106919720273039,0.313899855516311,0.247061812345292,0.59305167561855,0.22682126190609,-0.142621513227822,0.0658696162056472,0.0572441262186921,0.206496911731175,0.428461946826977,0.275178874188425,0.0644948624272257,0.314692856860743,-0.219711921115477,0.383005020252839,-0.254578114552578,-0.0909581043085677,-0.0135763407554512,-0.216188914723868,-0.106501052078338,-0.234423613991521,0.234936172353402,-0.0149599868764283
GATA1,-0.0604883130505118,-0.00830516579259299,-0.052784717780576,0.0872292633372013,0.0989339857050533,0.143029387052201,0.0771217831062882,-0.074174979840439,-0.0326315719224643,-0.0754959458707472,0.00990148570272936,-0.0595735361217184,0.14966630552348,-0.0268903063709585,0.013890391974855,-0.134530868525277,-0.0229054436540506,0.117604147997403,0.0819469703487609,0.105422004412701,0.123778692607965,0.162323530007215,0.0555161648183775,-0.14348129529141,0.124885278693762,-0.0775767375314753,0.197145228937446,0.111249630113479,-0.00459784966509974,0.109310567143915,0.0523010654762439,0.0611570920700265,0.0906100219294343,1,0.131429398520431,0.080207532966867,-0.0871956409943762,0.0804892274177555,-0.0352300030168248,0.0622016296146999,0.0592437142102131,0.156968073705236,0.0732352508635584,-0.033409581149085,0.0613413881648124,-0.0863680450039391,0.0377259617787084,0.0441095687877604,0.0247319609217818,0.0243508699087823,0.175691157178626,0.0220120371218306,0.0954876804360466,0.166218608111776,0.111163210387158,0.106518470141128,0.0960988739544232,-0.00168115501677883,-0.0566959750140303,0.0611015389355457,0.0589988991619801,0.142331889557683,-0.149450946578669,-0.0198107987098315,-0.0174430565853983,0.0743608194795476,0.0523078873992772,0.115448900461622,0.036019682819966,0.020500899071618,0.0580572512521201,0.000553773342433408,0.0686164315257091,0.0747175638040395,0.112915923267469,0.140883908116469,0.0818041146676348,0.123677402860171,0.0311513692488113,0.0419872946213414,-0.0686572177493576,0.108267424964641,0.184155820002869,0.174118598987487,0.0608451049788298,0.069962936588337,0.0978486078762955,0.137179481038186,0.0899624155979095,0.117088053853777,0.00568363227711635,0.0863709629821604,0.129158740914202,0.147970538170745,0.232629771436424,0.00954253060533704,0.0639125551535787,-0.085732490970992,0.1909381009149,-0.0677844453120979,-0.0191588552779457,0.0512593689504848,-0.0865232266346336,0.0961260723032834,-0.0687535367107474,-0.058151971935096,-0.0436395891450018
GATA2,-0.137090055798515,-0.106300429960229,-0.044548784909051,0.288698782724004,-0.222237138755123,-0.023692042603513,0.10931451870189,-0.0883753178119994,-0.0491970984901416,-0.148093556212726,-0.143572709672601,-0.188224236409254,0.00599613059795042,-0.038079862921923,-0.0987443206502282,-0.233034358143178,-0.133256634610501,0.163908412341066,-0.092371821441628,0.0220193923503402,0.20722862410658,0.36527018692987,0.177827178589632,-0.0839813323652415,-0.0211701837714547,-0.257035662159075,0.0711103190961767,0.219128405761153,-0.102641788885585,0.0920804651809078,0.197267849594906,-0.0376467238793935,-0.0287011377990043,0.131429398520431,1,0.259034706338058,-0.147775402769221,-0.066840720012003,0.142808841804438,0.106526128121315,-0.00335278990180401,0.0268077352393488,0.169551923451091,0.112860806342748,-0.0426382281787967,0.0249112767433829,0.0824635774861736,-0.0928500819955222,0.0336351881722303,-0.0319768647644693,0.0720670026125826,0.0460938099322833,0.183214515099657,0.074660494961056,0.0247804412830714,-0.0950194560139707,0.0903415557247396,-0.0113602251002332,-0.00899097166322671,-0.0300624102384243,0.035440137277554,0.0368038896391673,-0.0495296073621314,-0.164127006151015,-0.0502146068587988,-0.0255222418914588,-0.0937810475057206,-0.0612243759591626,-0.147768345626927,0.140354161941722,-0.0847490086156807,-0.0701938562863053,-0.0481881756700257,0.215673306233177,0.312074797489001,0.0517889426654737,0.0733806130394452,0.318310733725444,0.193873007701188,0.0725436284685943,0.00320171023673128,-0.0842416799083821,0.221337210779633,0.0444191694149283,-0.143483476622761,-0.0218701136477108,0.00323806191786516,0.0279664095482659,-0.0687570784208378,-0.152005823214196,-0.185861455746095,-0.0264211821305819,0.129351789726764,0.0151563218582704,0.223603481476225,-0.1098075540826,-0.0287588316981589,-0.0810679479109791,0.177657115773467,-0.18058940315785,0.120008626338242,0.129814352205252,-0.171396477547724,-0.0141897317881565,-0.0710524631522817,-0.132575120072016,-0.126367914313774
GATA3,0.205935112297244,0.148074719360769,0.079807522024067,0.237415933375666,0.0131655273236732,-0.00161539491604722,0.0265060783792604,-0.0759118878787892,-0.0916117414610049,-0.208398350289592,-0.0260618597993494,0.00835843344305758,0.178312725582802,0.0934615660617471,-0.110959451527338,-0.065726790184573,-0.0390590862980895,0.124602159056226,0.22899036350644,0.052435584465873,0.0299896066683026,0.164052098256915,0.426149493888164,-0.255869542912606,0.199246277403213,-0.0375850150427596,0.200841846398064,0.118083799803266,-0.0322560632739407,0.206095101825011,0.343740735233527,-0.0562544276693161,0.125841132690913,0.080207532966867,0.259034706338058,1,0.124702964394158,0.0164920172271217,0.234019496411096,-0.133757450052311,-0.14559314259839,0.000362239821821327,-0.0144151896380428,-0.00535209242822519,0.014281041497549,0.0536251134112899,0.261478946733392,-0.080447754848284,-0.0649551767229295,0.0535470439690051,0.0092173208308819,0.17239121076505,0.0437170123678472,-0.018728235715776,0.041370673571134,-0.0244131508147073,-0.0482017398553479,0.13254782858089,-0.0691903659311707,0.135256666296436,0.00118425483775177,0.0333534496657803,-0.0331510432438682,-0.108654195327042,-0.0545339772714268,0.0373770591331109,0.117129526285222,0.0233405852938974,-0.0415649797953628,0.0783120494276494,0.215236955737814,0.101745476222304,-0.220653841166756,0.220151800685623,0.0543212366433993,0.102642216073861,0.186652990276564,0.322556386759973,0.0891842859824602,0.245266129836477,-0.0626255882106793,0.417085769119993,0.0895897281407568,0.337382399524356,0.0932324950881727,0.239491723586642,-0.00437323454699065,0.192072369432814,0.256626315434119,0.0379697375487803,0.17247146111004,0.158813498370379,0.0157424148282796,0.116371134237676,0.0433904816522322,-0.0737975178665016,-0.209451175467448,-0.0760008622080167,0.0621619589526069,0.038872361969671,0.34668337597596,0.372245842602568,-0.110348487399007,0.140700581420881,0.0618924387243335,0.00970264260500567,-0.154982673536106
GTF2B,0.112812539699523,0.141488979654822,0.132204054742281,-0.104518701673042,0.0457096567792257,-0.0360946979503543,-0.128620898705648,-0.180481547470648,0.0957967685365793,0.0527867833038757,0.152938961422802,0.200679047275586,-0.0412351295858762,-0.0613551490926424,0.0182664999666756,0.0678906838491759,0.0801260074692101,-0.00444553122944628,0.0807114114201095,-0.268331564723669,-0.112611496066199,-0.0881078336773596,0.00700434616694608,0.0173022624539502,0.0310895884108108,0.106628615547623,0.0164207765872926,0.0441035649035332,0.143521023746773,-0.0702758337500851,0.118169510447524,-0.00273073849786757,0.124831562988112,-0.0871956409943762,-0.147775402769221,0.124702964394158,1,-0.238305272029749,0.0832305767926947,-0.166601823771778,-0.0602357396100162,-0.13935321260542,-0.0169973004200599,0.0652978989738046,-0.1592293828318,0.200828076789051,-0.0252333335814865,0.0405485695345783,0.00427288464386431,0.126608119917338,-0.298525029109625,0.285494356454163,-0.00108738352131748,0.00679875925655728,0.0281960252066376,-0.0169581718259054,-0.0655384542462339,0.142242017421787,-0.100412958863963,-0.17822494655523,-0.283069420466765,-0.209099225990102,0.0353920147333085,0.0396265669534938,-0.0434407608763663,-0.219744429589764,-0.0653813791606469,0.0330824525341356,0.0357660455795129,-0.221948116250068,0.108057086951531,0.190757461889844,-0.248873081872962,-0.157285696068883,-0.0509457551596944,0.00270467954954184,0.0854162631967219,-0.120102233598474,-0.107949745453973,-0.129882103149781,0.042760915925656,0.0861527102694209,-0.18121537894114,0.0224292286549322,0.0628242085436053,-0.0845290436690627,-0.175781085911865,-0.146082786673316,-0.0827204787557632,0.0580877767486603,0.1302606693471,-0.040569113047211,-0.168868828823841,-0.21974259683503,-0.146457350717322,0.105026727704088,-0.237637057527379,-0.0386228676684911,-0.176451623913558,0.0337897113221976,-0.00839886130546513,0.0979726346574127,0.043383721792556,0.00668588197597332,0.236231800957047,0.0852295255687472,-0.0862110174271345
GTF2I,0.0138371612611413,-0.0608140419642765,-0.0462821259544647,0.0567391188865932,0.230820807239391,0.0954395601486075,0.214391446113531,0.0618104649136748,0.0607625775231565,0.027508989324751,-0.0845139270254677,-0.277130044800946,0.527343580577291,0.389108897937896,0.0610650611548672,-0.206681534623678,0.080118826864964,0.109801575507533,0.477561902763276,0.708508912964809,0.147048031539292,0.0736908665558096,0.0686173159804876,-0.279413990480347,0.162642394011696,-0.0813677140599965,0.0252498347816143,0.0706012706732106,-0.140840558520267,0.13970586797898,-0.000468364312560595,0.211250103278112,0.355581688902607,0.0804892274177555,-0.066840720012003,0.0164920172271217,-0.238305272029749,1,-0.0578504684504441,0.00215389947218033,0.3200311648173,0.545884508553478,-0.0153518117151316,-0.376318087418325,0.456057667723302,-0.0481306398545362,0.320011235803932,-0.0755986859468607,0.319093365732662,0.0886984087701256,0.523254270526325,0.0465575118836863,-0.161988718810632,0.142113135741114,-0.35453168087068,0.0039846404002569,0.0783495919162001,-0.242374403431457,0.203746711639667,0.498529431654661,0.417790524159747,0.497432550947005,-0.202189845821288,0.0785341143990387,0.149330651862375,0.49747480979139,0.422491793527403,-0.0368354919731231,0.306592364446934,0.061616417746648,0.229953461046592,-0.325330883446169,0.194668990458956,0.106025394097861,0.113094308047424,0.055683766177857,0.0854886594228254,0.136993812531778,0.344884326530983,-0.0935697341322669,-0.120608917416199,0.0656823833149445,0.132956132784627,0.114718363780218,-0.0464543769511262,0.479065763594978,0.582433099854745,0.62732823507352,0.369801280114436,-0.180934672352568,0.149436776140576,0.266374911493234,0.0926889386475319,0.609641606385039,0.0556011366199146,0.00855878681608977,0.44305811599355,-0.1002330186768,0.184694106387592,-0.113811762701618,0.094900790383284,0.0939269080993911,-0.133711423736391,-0.0963368345752647,-0.501297641556708,0.146800795759785,-0.0117899329340845
