,FUS,ZBTB17,ZNF692,NRF1,MTA1,RCOR2,E2F1,MIER2,DMAP1,ZNF205,RFXANK,TRIM28,SMARCA4,ZNF48,CC2D1A,ZNF335,CTBP1,FOXK2,SUPT5H,DRAP1,ZBTB48,ZNF580,SIN3B,KDM1A,TFAP4,KLF16,GATAD2A,MTA2,GTF2F1,MLLT1,ETV4,TARDBP,DNMT3B,RFX1,ZSCAN9,KAT8,ERF,DPF2,THAP11,BRD4,ZNF121,PAF1,SSRP1,EED,ZGPAT,ZNF629,TEAD4,HDAC2,MNT,JUND,HMG20B,PKNOX1,ZFHX2,FOSL1,MTA3,TRIM22,FOXP1,ZNF217,MXI1,KDM6A,ATM,ZNF143,REST,NFIL3,CEBPA,MLX,SP1,PRDM10,ZHX2,SMAD4,CHAMP1,ZBTB33,ARNT,SP3,NCOA1,ZBTB20,IRF2,ZNF24,ZFX,HMG20A,NCOR1,EP300,ZBTB11,CREB1,ATF2,KLF6,MIER3,ATF1,RB1,NBN,THRB,ZXDB,HLF,KLF11,SMAD5,BACH1,ZFP91,KLF9,ELF1,IKZF5,NCOA4
KLF16,0.215946446784223,0.330717969107038,0.216013797635973,0.0640287200437926,0.305950111127353,0.182708300892018,0.417937447118284,0.485926629629725,0.116095851160403,0.353466793212673,0.289187778213595,0.489553876464919,0.346485800932962,0.16550582726481,0.449160858431017,0.356826476183362,0.27012418576947,0.346509531161951,0.279531347962525,0.361459521233654,0.181536866194842,0.256507366825019,0.0902240032024402,0.187166560771996,0.383326845754595,1,0.524566721979806,0.42898948470958,0.295493305682398,0.290712679812603,0.365874246932499,0.159722695302817,0.189783949338388,0.332408116788015,-0.125333973449878,-0.0221720216497874,0.456350180834929,0.0125270399591737,0.255448850953747,0.411092586392731,0.220197824223169,0.148125157381187,0.261207879616762,0.131868430572235,0.372169560518166,-0.0352141070673209,0.418781684423633,0.155397835473194,0.334822463828674,0.373483287460732,0.335897123189773,-0.0634397703099428,-0.136533527881278,0.47061876516785,-0.0524861734084743,-0.205147057282084,-0.0861471327462975,-0.100164734302739,-0.286306515669196,-0.296598613714119,-0.467129222017393,-0.146472830857589,-0.183788689194106,0.0475795241576155,0.143142193248212,0.177609623901625,-0.105819584243365,-0.195697282488202,-0.305816372578663,-0.460928837696083,-0.0891074330085251,-0.244824867845487,-0.231484770726676,-0.349855745329743,-0.326317533201574,-0.260119285078613,-0.131925469994938,-0.465865770187156,-0.414785550679847,-0.362058138226688,-0.206780979658737,-0.214266326930201,-0.269925670364684,-0.433970813580128,-0.494514941673806,-0.0503840318815354,-0.322523749243196,-0.184119104710091,-0.196233995877329,-0.278353770640644,-0.295614426147168,-0.225165394292631,-0.371789831715879,-0.169093925326285,-0.426449843391877,-0.17323200698036,-0.307098530413124,-0.361503060866027,-0.202120769928524,-0.440173553002567,-0.322605172080575
GATAD2A,0.294162344794771,0.221861247880681,0.0612402463276719,0.213521053989639,0.332878868243172,0.298521485615231,0.434838550934804,0.394328243508848,0.00162418899331399,0.221076615207434,0.297394860034639,0.509927397669095,0.565049001204806,0.138738237887593,0.399492012517399,0.372913456108764,0.150820778604256,0.440767531114474,0.314958951211212,0.178862030870934,0.017139146307938,0.0643932716699659,0.281259594728162,0.307388062549463,0.463230047733832,0.524566721979806,1,0.374124176652475,0.223517573141863,0.27687071402096,0.429665001185834,0.128661196986874,0.378546400126788,0.411035726848925,-0.0340934132464657,-0.0286414226239198,0.407409921411002,0.186553837142948,0.163308906663105,0.596007392115916,0.271791573008469,0.0233231885590922,0.384099935820148,0.128990024107334,0.243372733819912,0.0497407983700434,0.455956819775607,0.268403376672091,0.397643997802442,0.139996368334807,0.169213929614902,0.0825987203739414,-0.0530792007052268,0.331743191505802,0.0335554748827064,-0.157919039424433,-0.222392233591783,0.0697636286212096,-0.199251946033666,-0.0824759372212015,-0.262054631405406,-0.00600830842964725,0.100177307695065,-0.0899301533800238,-0.00163241345944471,0.0685146422671254,0.087457556399913,-0.00194629231613866,-0.219133642580359,-0.387703456282476,0.110816432173383,-0.0505768020578058,-0.110298751124745,-0.0953113423258402,-0.210232420187946,-0.253700773653684,-0.0959158759430682,-0.346159748230815,-0.238181623897472,0.0113184785376384,-0.0541600063396531,0.121176970561472,-0.145871419105244,-0.189541393577246,-0.363413163597808,-0.0844914637578265,-0.206938254243992,-0.0955639184468759,-0.109252375391429,-0.104162035983769,-0.399987120519542,-0.230169139663335,-0.402738157996013,-0.0282118982610593,-0.28225196490809,-0.0585111121909391,-0.10104253733621,-0.464332840502114,-0.0225452139817133,-0.411294785188002,-0.321210104124281
MTA2,0.300929254328919,0.431225320835861,0.274966639066679,0.260710466133587,0.369153026817453,0.363637112174723,0.470899332081484,0.384536667154492,0.099862044660651,0.192684149723341,0.328693661240997,0.536348521105119,0.441513079633477,0.196638734736968,0.359157980884583,0.327462706671636,0.225535784198764,0.468988259950188,0.275431633981874,0.327134355588441,0.188826710779632,0.142406266053863,0.0796399089598325,0.535112024270797,0.459257310979252,0.42898948470958,0.374124176652475,1,0.204584830246422,0.23239481155866,0.226799610453597,0.422992427331958,0.295264678928405,0.106246497854041,0.0123761771166569,-0.0613120917129445,0.209844148655357,0.316627803310138,0.298674171174401,0.334220969122892,0.300648982337783,0.21896829030887,0.634175685708853,0.45801050986052,0.18625729454443,0.0719499279585208,0.23683947940983,0.417037948429037,0.165610173947174,0.000580556367305265,0.318567180235552,0.0779724192266904,-0.13816093822818,0.40295466244524,0.137590785058384,-0.0927088973108912,-0.0400791909355095,-0.00997766133969839,-0.324746128002895,-0.0641505886759189,-0.352881435181409,0.127410419592311,-0.0610525567420455,-0.05316422180146,0.0584653980856773,0.0683925107335478,0.00632788062082984,0.0550170946551832,-0.264185742649602,-0.28849674667098,-0.0141611836083957,-0.0376521572287172,-0.230702136341363,-0.105951743786747,-0.203414626694178,-0.380922044207003,0.0388253198725146,-0.251136699161995,-0.175606872886634,-0.26679574232507,-0.219756134175317,-0.119967263458326,-0.0614720525505387,-0.126252706491216,-0.427141584373096,-0.251143464277167,-0.279423408514017,-0.0829010891366051,-0.115994696427234,-0.141665681536823,-0.246946739255203,-0.288220742892208,-0.453633570524865,-0.296433597042471,-0.289616144368615,-0.121806836639518,0.000214394991548349,-0.511717088291893,-0.0528464721686141,-0.3559514910995,-0.320729609616413
GTF2F1,0.390863737308015,0.417035608001869,0.198258282789017,0.289379506725003,0.246146773404118,0.122485754673202,0.0330213874514051,0.454131532269363,0.370410081423301,0.507568392989453,0.499838999142369,0.339379948476954,0.423598854362235,0.338959721406363,0.351342387781916,0.177903601354936,0.412681854934101,0.0515972369093658,0.406150505288688,0.450447805963546,0.343854620353766,0.344612911363358,0.201839071097831,0.0765994599782738,0.174884066356615,0.295493305682398,0.223517573141863,0.204584830246422,1,0.528384700973398,-0.00563521498847538,0.167450185212836,-0.128174282251441,0.313536051323269,0.062710297357209,0.295389904102712,0.194979223751128,0.289849912952559,0.358726686662241,0.0899416507029325,-0.0565981722314406,0.495025541308429,0.23890797703713,-0.0975619993465822,0.212628118740423,0.270963462834293,0.0359443958908522,-0.0251841651626747,0.188287911615301,0.25769529863941,0.408461439715778,0.087441147768256,0.107499113512996,0.000480005188426283,0.0697843075377371,-0.236228206619734,-0.145642871623728,-0.359689824396269,0.0259788678623179,-0.352558426255017,-0.22891836405002,-0.341505398763701,-0.405455777129557,-0.179947335939319,-0.161706629802178,-0.0868664368416681,-0.292546913460314,-0.306040849083187,0.00340587405144261,-0.0677334228374648,-0.204956923964621,-0.312399578337594,-0.293121508513136,-0.45138439309755,-0.213474898218951,-0.290427400427915,-0.184386430815269,-0.125594410348525,-0.343895854350094,-0.179025523985205,-0.180889302916618,-0.260052219856422,-0.492089347975429,-0.409290870248132,-0.320017430610749,-0.26235011329803,-0.253086903865041,-0.378648764601257,-0.230335019449847,-0.380052783233256,-0.251249948666333,-0.245869517419446,-0.0293297687894201,-0.329594640409312,-0.314470402372482,-0.39165034725441,-0.311419507873815,-0.09596264284674,-0.328076865467024,-0.318427256881039,-0.318948669571637
MLLT1,0.310526362229062,0.397238604612635,0.254102395450395,0.284850143623296,0.473459167922041,0.287972302100352,0.157706358027021,0.442175440516101,0.291296050781156,0.387933965759022,0.336983296182064,0.343834734765294,0.494809282913168,0.315148051490605,0.393013696866244,0.304539114250132,0.346818019030122,0.274039600490318,0.316257603664475,0.229579011143201,0.227183973034046,0.463918101985805,0.446029935695659,0.185588358061548,0.269414702860018,0.290712679812603,0.27687071402096,0.23239481155866,0.528384700973398,1,0.108712382402947,0.098338993473475,-0.00361746451682844,0.466703315493041,0.0843265601770238,0.242772592985383,0.28282584491401,0.381404424459897,0.223188543803652,0.425438756811767,0.093893145573765,0.254826088111337,0.197079637299516,-0.0572871375812932,0.173380714011988,0.351383758183886,0.0177986715945229,0.0481896098291258,0.396183811712457,0.335690520249666,0.418326299672666,0.218070459984726,0.258877782309276,-0.0211813945175391,0.120795128634673,-0.249507678102432,-0.00778878736828288,-0.180073825017513,-0.0114695582440444,-0.107941562988707,-0.167957659145398,-0.281374320891992,-0.148400526108843,-0.141562151767688,-0.0627085338793635,-0.196352731928877,-0.164823944455758,-0.0421340734121356,0.0811635862108213,0.018775159336717,0.097794064078719,-0.0922310350741399,-0.153701755610446,-0.249920122570334,0.0358306414560182,-0.0426227787793158,-0.144279990094273,-0.0508644863680441,-0.0734435935393399,-0.086697848475182,-0.0390021463143601,-0.00236931912684016,-0.258857059198825,-0.207046853503937,-0.244454994201822,-0.283901469464728,-0.22315972388694,-0.26273944575994,-0.233476459727987,-0.307764983299346,-0.0349782492225529,-0.0714401142715616,-0.0415206237296621,-0.24428461684282,-0.189555243284335,-0.322606113878721,-0.172891591197188,-0.0991627262518684,-0.278563745590147,-0.200375644168841,-0.310652176192358
ETV4,0.106228169256848,0.0621132614006908,0.13041369603456,0.151725451000638,0.263002648344524,0.332556656074914,0.417428552860048,0.264216330872634,-0.0473478122045243,0.105416301685458,0.171432756192056,0.423116185277198,0.304337199741405,0.109952039769982,0.286617009025142,0.289146207762165,0.0501529173749619,0.395700428531252,0.160742062979171,0.152882496098083,-0.000398637763173346,0.0269103681821166,0.00524482729835265,0.319590484140332,0.435377770683315,0.365874246932499,0.429665001185834,0.226799610453597,-0.00563521498847538,0.108712382402947,1,0.0934741689755379,0.338297423790596,0.225540157792746,0.0193641296090252,-0.0510475223516678,0.222484654484994,0.136883572304757,0.0846964001902315,0.300193456334432,0.239314589511197,-0.0949189217043913,0.304759667734249,0.201090771268939,0.120987964872865,-0.033694498828139,0.369495466213521,0.31036303343318,0.195425579969266,0.0565170691876561,0.0429825067944699,0.156060826388043,-0.0528208970034307,0.349780225566206,0.0163402862602985,-0.172048404789078,-0.0374245128451878,0.175883974803821,-0.279385802418936,0.00686821741634758,-0.331831226211301,0.063841351346164,0.154754983729715,-0.106577004358169,0.0770852403495894,0.205488788994526,-0.00601462681138117,0.0115344067008625,-0.25094904827648,-0.300713491396062,0.118204943052819,0.125248308908986,-0.0867459867438152,-0.00552737937190411,-0.312113642942225,-0.21798964745142,-0.0764651010166346,-0.291569777020929,-0.181533468925208,-0.0925466142381923,-0.0855977774758476,0.0307510241827479,-0.0451133445475648,-0.121437551540715,-0.260867621409532,-0.100441352852725,-0.113627490666544,0.104487702710511,-0.157604270774882,-0.137431259176013,-0.251147109952796,-0.130445034345213,-0.395722215115165,-0.0873673747213973,-0.182955913158785,-0.045268517881665,-0.154621475374349,-0.472935716046244,0.0573186889147971,-0.297216517450293,-0.309700513693014
TARDBP,0.418028053259324,0.389358770849959,0.371122635844907,0.340474431870235,0.165712214238654,0.109106130984252,0.316712133844528,0.233064695790546,0.333809407468823,0.131398603413717,0.309706213393754,0.381964770566726,0.237218564649893,0.138589729197542,0.140906556686263,0.163196646136735,0.177421521926021,0.253159353818194,0.241798750673708,0.317366460797228,0.370175069400406,0.0623546349275544,-0.0356055353806728,0.480019563291387,0.312606805318944,0.159722695302817,0.128661196986874,0.422992427331958,0.167450185212836,0.098338993473475,0.0934741689755379,1,0.258057704392435,-0.0750307476443247,0.148084368653825,0.0291444418947791,0.0290400003611016,0.0970456357776145,0.138826953359571,0.127255763601149,0.271045714886853,0.380460394140679,0.439843153699514,0.307392223966907,0.1265397652489,-0.025101488194864,0.129252092102587,0.392697310862277,-0.151647426192405,0.0342588360039416,0.264227773617376,0.159507903245169,-0.180757135684669,0.128081498539935,0.162210933535259,-0.153146249446071,0.0205831763562276,-0.0157765380636166,-0.176886209307975,-0.0720391749623364,-0.26000593024378,0.0289769420582326,0.0132442946263476,0.048470386986986,0.0292328322403729,-0.0405501154392607,-0.0838445155815638,-0.0777997453339584,-0.110998028283081,-0.0649996711523001,-0.0574873515029465,0.0221625951714501,-0.0403164116328752,-0.0279063881743842,-0.232499952977182,-0.433925183646525,-0.133450841192304,-0.0323447874859098,-0.110189378797331,-0.334485561699144,-0.277578835483049,-0.28916768176782,0.0130833858581913,-0.0532112836069427,-0.234170906885922,-0.196245547491154,-0.110423620810273,-0.0923969787541061,-0.246508933573033,-0.0534247062247989,-0.140623412737518,-0.145226370090426,-0.213147821391692,-0.19490792875955,-0.119591403233499,-0.0892361779100366,-0.0426458198520612,-0.282611679242882,-0.216925848092637,-0.190691454638432,-0.304323953619717
DNMT3B,0.268748128569085,0.150007692911125,0.237770315189893,0.240531244302721,0.311645926840929,0.29146900247663,0.472237220415726,0.219839057231395,0.0204608581555569,0.125873240306218,0.13013670537521,0.411281241886993,0.315580552902959,0.156372887416746,0.173328712624425,0.390195359287971,-0.0459115872500194,0.407239142099484,0.104781198505659,0.0375629324281096,0.0424734295085426,-0.0182100429818098,0.181827792482448,0.440142636189131,0.401635477140561,0.189783949338388,0.378546400126788,0.295264678928405,-0.128174282251441,-0.00361746451682844,0.338297423790596,0.258057704392435,1,0.17029678017492,0.166122615896827,-0.109666491629754,0.194817321202305,0.143947831735787,0.0725080241421988,0.382550398390576,0.414568003558786,-0.111925296859349,0.335868398917756,0.259068999523014,0.171834310781586,-0.0259315344093293,0.434812609166537,0.439681297210063,0.0914117267991141,-0.101577989564207,0.0737238477210265,0.176259185175636,0.0278406908155048,0.224803627146526,0.283762525685619,-0.0921878628331292,-0.149375377041041,0.33145899366902,-0.301672078024692,0.119146166075974,-0.151622993087002,0.233336112377733,0.32641789219882,-0.0917040834880005,-0.0109944513081985,-0.0245790741856838,0.278550161657549,0.121829119168,-0.273643661965759,-0.277785403348581,0.0582963587363145,0.0128800339751784,0.069363248270709,0.152360339966336,-0.153893200877496,-0.176910317495662,-0.124340733490448,-0.24682687347415,-0.0186991672156303,-0.0782959668701891,-0.0600412509785928,0.141846773327058,0.126978419670108,0.0523416936521703,-0.0940738295404089,-0.0821598799674213,-0.0786245400160557,0.0517565504792904,-0.0908842654858818,0.127402222208522,-0.21203148966456,-0.143350349830667,-0.413097099485583,0.0637476973645082,-0.108331187795358,0.0243447580730945,-0.131408953384484,-0.51987692011693,-0.00636634592693675,-0.259302122656913,-0.295950234467865
RFX1,0.286994570715004,0.330281353039717,0.232358646619989,0.217964761750772,0.478044239623447,0.191104836527268,0.154811512634879,0.395746115987023,0.246273518597603,0.448034137242945,0.346555564642012,0.402284681666933,0.47768633414893,0.295655088816407,0.492915333654551,0.469681463364149,0.380689029377031,0.256740328511896,0.345647621829068,0.169910597903235,0.314655472952913,0.467829629728816,0.449769565826853,0.101767405552042,0.282409608732691,0.332408116788015,0.411035726848925,0.106246497854041,0.313536051323269,0.466703315493041,0.225540157792746,-0.0750307476443247,0.17029678017492,1,0.127165013703944,0.315198630576669,0.43483867190497,0.292695122276473,0.12589999651922,0.542458472010212,0.126312234537218,0.151438787187403,0.0383693402790784,-0.0548814996615282,0.293101358567208,0.249057901390127,0.248162044971303,0.0442614258982249,0.481855113468871,0.48795677466477,0.250263177346148,0.276245010135243,0.349494134347416,0.0294679866788835,0.0963925531791842,-0.150803300903706,0.00204622853575173,0.0584481128006843,-0.134631514510175,-0.027040648256687,-0.165553891420146,-0.199254172450844,0.0455693372170273,-0.245474041893666,-0.11206495619677,-0.100705964975313,0.0954359123375332,-0.033764539690818,-0.0208142130802026,-0.0996787026880875,-0.00887404365945155,-0.171840586269253,0.0169924232732886,-0.18704078809334,-0.118557922923795,0.0130825708211216,-0.01436985322479,-0.247233838179984,-0.119696668959753,-0.0750142681539618,0.0375607414721607,0.0934193324546023,-0.254826252028008,-0.228665983580794,-0.15454521400378,-0.125985928132942,-0.178030663079572,-0.00432333328029558,-0.190427119377939,-0.332754484902172,-0.205452904151007,-0.104804671088598,-0.173530797209493,0.00592659252745861,-0.294571299732869,-0.318725723940049,-0.381442326439634,-0.224843588423213,-0.0802206263310457,-0.241088439051179,-0.288319519935719
ZSCAN9,0.295922140653597,0.173912562797772,0.440904705681392,0.303519071565723,0.233935264843102,0.173787667287924,0.0478571074592682,0.139292270543918,0.335020659811064,0.216605459219473,0.154585066915342,0.115306049408095,0.157088615354501,0.34916094017089,0.0178769849448628,0.178825345038175,0.173021827128614,0.0923170987115359,0.169635904240309,-0.0148839977909601,0.25610967093679,0.18842754827822,0.236159523231393,0.143167608451209,0.0532123475460026,-0.125333973449878,-0.0340934132464657,0.0123761771166569,0.062710297357209,0.0843265601770238,0.0193641296090252,0.148084368653825,0.166122615896827,0.127165013703944,1,0.229939957192144,0.0489649743591996,0.16632913551518,-0.0378161856529352,-0.0115677884992454,0.320245430775992,0.139981644643745,-0.0561749360636686,0.133721193685242,0.0348869588657714,0.245200724789511,-0.0800474208423898,0.17489066953173,-0.0116929579563148,0.0780662148131626,0.145252185318797,0.141420610480482,0.361601495074337,-0.241799687805948,0.252736613025845,-0.117922456047382,-0.00783192741878257,0.0482761387101053,0.00343533317871797,-0.000238006334514279,0.131150147900944,-0.036371877444757,-0.016357361081531,-0.211214688769442,-0.197474834942265,-0.21337981514553,-0.0305179649800775,-0.0369380753520831,-0.0153946210202853,0.103359931156298,-0.0495214925101323,-0.0699235466510704,0.0899420819140188,-0.0328058870910313,0.00680689700197116,-0.0529769505355156,-0.167421691980052,0.228642582620315,0.0620044991040092,-0.0143306383457012,-0.117413180137685,-0.0852922757642682,-0.0637935155252312,0.0214891700182486,0.095947903015668,-0.193707345176976,0.0923275382634277,-0.148081515295482,-0.206641112794281,-0.0388883648449323,-0.087313928831273,0.00990060944955904,-0.0990198339749736,-0.0868012282659831,0.0013667021134084,-0.2051447362118,-0.226859973231252,-0.138592584519922,-0.189877865218711,0.0473744349455228,-0.284133982515064
KAT8,0.41607115411896,0.254685848120117,0.364233876555653,0.315078317789523,0.314339518671588,0.136231882908985,0.00750691911850108,0.0629467812029453,0.463920898915216,0.477238466393132,0.414352696390922,0.113043397349619,0.108202742560616,0.538813002673709,0.222695397334327,0.114075003984128,0.419036688966623,0.0239599371163788,0.148551404832521,0.260977909946312,0.410530967627259,0.487032211957508,0.208271251810565,-0.0343924243340895,0.188201360173978,-0.0221720216497874,-0.0286414226239198,-0.0613120917129445,0.295389904102712,0.242772592985383,-0.0510475223516678,0.0291444418947791,-0.109666491629754,0.315198630576669,0.229939957192144,1,0.151306165606712,0.252032316959919,0.214163821644924,0.0286189909105284,-0.0134962323400217,0.224522286045859,-0.126283979350681,-0.0355573733075139,0.147423859323781,0.45113439489688,-0.125135140778905,-0.136735122650031,0.0916752321811548,0.363512890677541,0.218323737724053,0.187746048300903,0.338731534046983,-0.285223941302625,0.198446714845275,-0.181978163958048,-0.0544119355638529,-0.210131066490835,0.109959629836723,-0.228112911249765,-0.0439740054542336,-0.305318684610833,-0.19910268545819,-0.275193425668495,-0.137646594675018,-0.197664892359881,-0.197381626344803,-0.254915929866193,0.130034502416069,0.0812309168175067,-0.20599873810684,-0.204181368339061,-0.17035430733194,-0.289241150282198,-0.0676396993839276,0.0455120228657764,-0.0960072336600707,0.0195819828412779,-0.139765657552927,-0.161685627609467,-0.138335578741354,-0.274836998412423,-0.329674471632654,-0.27806553427617,-0.0298039075635062,-0.236684683473437,-0.117965365649671,-0.168088295300233,-0.2025241585684,-0.311857479741183,-0.0557214697465298,-0.0965353721677171,0.100349441292164,-0.274835044905809,-0.211297713178526,-0.481109982258497,-0.371436682116005,-0.00195695311683549,-0.276100172769089,-0.036444284479791,-0.282920164168976
ERF,0.310863141292084,0.304958115771898,0.143008160361406,0.0996789853145526,0.418844580180031,0.256570930234137,0.283315664717066,0.239297070140192,0.167704632886501,0.372472806121499,0.288532065351801,0.416536884921479,0.248224710190657,0.248195926326858,0.324581867740265,0.241788457304639,0.274975907285413,0.233352020416095,0.360144136244148,0.268025363092069,0.159953829147674,0.308409087836038,0.310098933202324,0.0981397166641168,0.241396341489717,0.456350180834929,0.407409921411002,0.209844148655357,0.194979223751128,0.28282584491401,0.222484654484994,0.0290400003611016,0.194817321202305,0.43483867190497,0.0489649743591996,0.151306165606712,1,0.226891226752138,0.230122914889508,0.43911911447289,0.0441055014334097,0.230852136358926,0.177056164026056,0.0424359437174688,0.374331577716438,0.141324369278859,0.25804474628664,0.0831754407002924,0.295951747138811,0.361822259260074,0.135494275845816,0.0813025242512582,0.0495419656278288,0.23193432145256,-0.0226442048959471,-0.172127477849022,-0.311320321176564,-0.136901004101577,0.00827063455496934,-0.174263627490553,-0.243603439446885,-0.0815157392137144,-0.0793723322823933,0.0346080589599657,0.0205093499968619,-0.0476957053203484,-0.106073712788303,-0.187014723257065,-0.0486671467073701,-0.192233230674765,-0.0140358348960606,-0.110794394699991,-0.087463901648318,-0.193477608220158,-0.171600295356889,-0.0648538125097727,-0.0897677521214934,-0.301744961278383,-0.219018811786933,0.00965143298508306,-0.214261538950423,-0.0584113851724177,-0.228861063586921,-0.316287175996968,-0.174685567608096,-0.0467803457561904,-0.2143048204999,-0.0616493586976828,-0.114743692020223,-0.271433253920805,-0.178368957908494,-0.145233132718538,-0.150566501481857,4.45742225171385e-06,-0.25087292285368,-0.22264545081215,-0.229360350891504,-0.168112958842684,-0.186902354319252,-0.272644979683515,-0.278308992248171
DPF2,0.3950634283907,0.279135926622585,0.184261769586279,0.35263258658497,0.44677260576243,0.487719249902339,0.199724529985538,0.251130820402096,0.197257252459423,0.236915583116901,0.312487164158633,0.348354046705061,0.339197524036176,0.388210842641946,0.0643724520125576,0.231696184814535,0.168821834569255,0.27678217306431,0.27014109729262,0.3109788576066,0.116352744111716,0.326253804662531,0.322450392522978,0.305855085459718,0.299418445447727,0.0125270399591737,0.186553837142948,0.316627803310138,0.289849912952559,0.381404424459897,0.136883572304757,0.0970456357776145,0.143947831735787,0.292695122276473,0.16632913551518,0.252032316959919,0.226891226752138,1,0.324071682796588,0.279957882651271,0.0524558175586412,0.162517806402049,0.406967844524413,0.201004156984063,-0.0221619866315979,0.235171658500744,0.0315952749691877,0.207704768532232,0.241386887609587,0.0263064104116707,0.117177282572719,0.297004889267211,0.282853204409208,-0.0386825765252546,0.369403603804592,-0.0847353184540957,-0.186351924742184,-0.113780861159883,0.0725157575016623,-0.045553224305875,-0.0196154803920659,0.0737660799800434,-0.0351945672210503,-0.242369869999231,-0.224034332744577,-0.243445150782073,-0.105872978278864,0.0457715376445664,0.132076595881081,0.0196891488700353,0.142151299991024,0.00399318115962786,-0.114300600418917,-0.0138856745901594,0.103872486878748,-0.0330846436070349,-0.0789902327385104,0.0404892565457645,0.0109695137238396,0.0922139422464271,-0.0706915732851021,0.0630394265278568,-0.101016963373969,0.0542776831954636,-0.00923375022920397,-0.372220423959467,-0.127083326150367,-0.126422952663923,-0.0985173833239425,-0.102856444796863,-0.161464756492987,-0.120278755496552,-0.139285343893126,-0.281887329753606,-0.139031259881504,-0.285637789167003,-0.0200457514224748,-0.241542672731489,-0.17517154254902,-0.0410864413910409,-0.278165001841213
THAP11,0.247456231396176,0.324763257282703,0.10606814155001,0.271311663826192,0.220049466686306,0.276526777095097,0.250324357250361,0.244459231638988,0.236076399145176,0.309610004879694,0.376444817253069,0.375542685401368,0.180745711505399,0.332118796310346,0.201343198304938,0.0753313244707361,0.223503119799195,0.165422514031607,0.213760853320223,0.346896361898704,0.203547130100205,0.256378987237886,0.0294238818678949,0.232123379008799,0.265480385640113,0.255448850953747,0.163308906663105,0.298674171174401,0.358726686662241,0.223188543803652,0.0846964001902315,0.138826953359571,0.0725080241421988,0.12589999651922,-0.0378161856529352,0.214163821644924,0.230122914889508,0.324071682796588,1,0.0719303576109469,-0.0706027384447806,0.26002532419151,0.35434136881038,0.128450870578529,0.164670605719938,0.0478529271675385,0.161082411267076,0.164675498306281,0.000496017322823847,0.100033571926413,0.149138005712109,0.0394900498453203,-0.0986459524275838,0.123712819693954,0.0971630257834489,-0.156433659645592,-0.298846778999045,-0.361812833918925,-0.0444463638803367,-0.324053167518825,-0.302561359091873,-0.0729545340370368,-0.297251826660444,-0.0589472100357938,0.027240304382781,0.0944971576429813,-0.313420299112785,-0.32380048492554,-0.0985310247938785,-0.137325704410166,-0.157555258734745,-0.272733387180658,-0.24071522071679,-0.268588483663033,-0.183068712013955,-0.282820310635337,-0.0995527066552306,-0.291365693166863,-0.373952659845867,-0.15132620577166,-0.30623203688938,-0.32002442271009,-0.351297090205814,-0.261363719290164,-0.267835307553446,-0.258494364641484,-0.317011540747667,-0.198263359132613,-0.129235396858678,-0.284982700470585,-0.267624114495724,-0.283507479511908,-0.0927835321570567,-0.229143134517271,-0.327975083300263,-0.304777700080225,-0.222572518523389,-0.253424245229336,-0.27953157986669,-0.28702752612776,-0.275636088773602
BRD4,0.256715749748454,0.281126383851201,0.17634618774378,0.182571594782436,0.468787087993026,0.300133852532007,0.385367454539329,0.338369372676977,0.0523588953795566,0.198499508873901,0.238268904143499,0.448905572213469,0.504642756465191,0.148354389156788,0.429643800365198,0.466378947694498,0.162077720847358,0.465724675387634,0.320202731785913,0.0742665707386456,0.0847995392183061,0.255384291856554,0.495368380387208,0.279191255263731,0.432619693162951,0.411092586392731,0.596007392115916,0.334220969122892,0.0899416507029325,0.425438756811767,0.300193456334432,0.127255763601149,0.382550398390576,0.542458472010212,-0.0115677884992454,0.0286189909105284,0.43911911447289,0.279957882651271,0.0719303576109469,1,0.372915798870656,0.0332024177739344,0.244824565861271,0.133172201013932,0.22214439290402,0.106309233773713,0.318482443924284,0.224390439465271,0.45878100501083,0.277855680894616,0.182659281411272,0.176125141325887,0.117806812576061,0.232169355388645,0.111921832857207,-0.16460467184789,-0.0260300123681648,0.127855381401355,-0.169053537866464,0.028532791151545,-0.196049900607785,0.0599371178809176,0.185314790055624,-0.015368607965566,-0.0122602935336,-0.0841721841574705,0.203776991365931,0.141480971077046,-0.0842540619145379,-0.175128997136648,0.153090039717431,0.0089647663387333,0.0776155650280334,-0.0193376771148357,0.0116952012028518,0.0377927999883255,0.0101987335814097,-0.246438085167584,-0.014436624287993,-0.0328711282209924,0.0502739116320616,0.250629525850426,-0.00371513368673702,-0.0930810546066355,-0.17319964580058,-0.148327639305145,-0.188570347246053,0.000177825078308503,-0.129544600744731,-0.153667928516727,-0.131413885054774,-0.0903293585378742,-0.289574508153964,0.0129133986870305,-0.182515249835195,-0.0714855482043681,-0.107417853194781,-0.324294384751247,-0.0793050966406587,-0.286246030867947,-0.275163733760244
