"","R","Pvalues"
"TCGA-UCEC",-0.249134058780892,3.05772098161361e-09
"TCGA-BRCA",-0.270380160684964,6.47135069587377e-20
"TCGA-LGG",0.0915023725048175,0.0386669875115635
"TCGA-CESC",-0.0778711010596611,0.175674871045048
"TCGA-STAD",-0.294363301022466,6.22764007537102e-09
"TCGA-ESCA",-0.241344050364946,0.00204118072436408
"TCGA-THCA",-0.241292198612913,4.40373427896942e-08
"TCGA-OV",-0.193164905684609,0.0001708770720134
"TCGA-ACC",-0.171288719844284,0.131206829031863
"TCGA-GBM",-0.248006052869925,0.00179871614392653
"TCGA-HNSC",-0.170488943340061,0.00012773332826041
"TCGA-PRAD",-0.216467335127089,1.08004777612395e-06
"TCGA-LIHC",-0.234934067333605,4.78371006132879e-06
"TCGA-BLCA",-0.126256256673898,0.0101269139127848
"TCGA-COAD",-0.54965822985433,4.36458765085193e-39
"TCGA-LUSC",-0.269373615320106,8.56359531601078e-10
"TCGA-TGCT",-0.130964103443092,0.110166272603469
"TCGA-KIRP",-0.39578480480549,3.07320266038216e-12
"TCGA-KIRC",-0.50038134128496,1.96187442180844e-35
"TCGA-PAAD",-0.205408483828137,0.00609309891446948
"TCGA-MESO",-0.274847234398444,0.0104354171256884
"TCGA-LUAD",-0.285435244466879,1.88714822422192e-11
"TCGA-THYM",-0.22459620997598,0.0140628963560005
"TCGA-SARC",-0.226168604739748,0.000242645699351981
"TCGA-CHOL",-0.499768253352935,0.00191267359519136
"TCGA-UCS",-0.322262944693925,0.0154264455723749
"TCGA-PCPG",-0.209771439449917,0.00494922538617054
"TCGA-READ",-0.430663062781995,6.97024917896324e-09
"TCGA-KICH",-0.431834052226535,0.000328356772875967
"TCGA-UVM",-0.228895863752016,0.0411232611687527
"TCGA-SKCM",-0.254791943239671,0.00939561266941683
"TCGA-DLBC",-0.131373039278411,0.373437295534752
