"","R","Pvalues"
"TCGA-UCEC",0.152452342014901,0.000328829800396038
"TCGA-BRCA",0.0597645004837547,0.0473130651470942
"TCGA-LGG",0.311594984036434,5.73513496851649e-13
"TCGA-CESC",-0.0383549110307177,0.505263495984625
"TCGA-STAD",0.107605344112022,0.0372637023854639
"TCGA-ESCA",-0.157096487809753,0.0465717420925128
"TCGA-THCA",-0.0801878399383711,0.0726457652982801
"TCGA-OV",-0.101652152200182,0.0494872449094405
"TCGA-ACC",0.00897029292852074,0.937461799270909
"TCGA-GBM",0.0367544696663617,0.648731496266113
"TCGA-HNSC",0.0704436351845516,0.115677163219909
"TCGA-PRAD",0.0940632187348939,0.0358622056658896
"TCGA-LIHC",0.0415672905992072,0.424704619148315
"TCGA-BLCA",-0.0343100560594511,0.486303198114939
"TCGA-COAD",0.207207474033994,4.92332170220666e-06
"TCGA-LUSC",0.0043096046411091,0.923268042727438
"TCGA-TGCT",-0.175591239761686,0.0316120471585118
"TCGA-KIRP",-0.118016138941986,0.0453828623746321
"TCGA-KIRC",0.115852526348082,0.00714536644049538
"TCGA-PAAD",0.284537806552932,0.00012386158919896
"TCGA-MESO",-0.102119039376567,0.349476996727273
"TCGA-LUAD",0.0266399675725626,0.539415972377633
"TCGA-THYM",0.102522253921453,0.267211406782677
"TCGA-SARC",-0.0166655834366045,0.789524287340167
"TCGA-CHOL",0.0497778056996452,0.773113216429529
"TCGA-UCS",0.112327355844592,0.409805849181753
"TCGA-PCPG",0.0619333345667124,0.411497583929664
"TCGA-READ",0.312738993140656,4.09074392054108e-05
"TCGA-KICH",0.143308301981808,0.254761447019959
"TCGA-UVM",0.395221407885708,0.000285370725667007
"TCGA-SKCM",0.305547927462274,0.00169789519917717
"TCGA-DLBC",-0.0459504104271744,0.756465200067059
