"","R","Pvalues"
"TCGA-UCEC",-0.0883678819699822,0.0381126553838663
"TCGA-BRCA",0.0224895813006469,0.455776245566064
"TCGA-LGG",-0.0516245823436109,0.244055979117709
"TCGA-CESC",0.0908488977264159,0.113935303207881
"TCGA-STAD",-0.0726206349099131,0.160482294859197
"TCGA-ESCA",0.0925877190967947,0.242740770753843
"TCGA-THCA",-0.228348099622069,2.31660027737122e-07
"TCGA-OV",0.0910257499844649,0.0787282722968167
"TCGA-ACC",-0.201575017389738,0.0748446517504521
"TCGA-GBM",-0.0495319936097989,0.539178355345473
"TCGA-HNSC",0.0153928271951289,0.731332953688986
"TCGA-PRAD",0.0214600650000007,0.632826353478263
"TCGA-LIHC",0.0312070930259977,0.549033762354021
"TCGA-BLCA",0.0725789014593158,0.140416445960635
"TCGA-COAD",-0.264996808242406,4.0039839331086e-09
"TCGA-LUSC",-0.208237806523832,2.53004051220587e-06
"TCGA-TGCT",0.249794146670471,0.00205083336495215
"TCGA-KIRP",-0.0187868937555471,0.750890319169463
"TCGA-KIRC",-0.268411836667139,2.48735316035214e-10
"TCGA-PAAD",-0.47776474100068,1.76362069207011e-11
"TCGA-MESO",-0.305889580526093,0.00418080953120124
"TCGA-LUAD",-0.262780265370597,7.2234920950969e-10
"TCGA-THYM",0.0505663779618779,0.584968896571372
"TCGA-SARC",0.172404020522812,0.00540215531969361
"TCGA-CHOL",0.246402236057475,0.147426304766587
"TCGA-UCS",0.203585184185281,0.132339271842545
"TCGA-PCPG",-0.158148407062656,0.0349977391195438
"TCGA-READ",-0.321140591939855,2.45788262138768e-05
"TCGA-KICH",-0.351461442764299,0.00409445974621362
"TCGA-UVM",-0.223721108190849,0.0460546475329054
"TCGA-SKCM",-0.116799384309794,0.240017119718435
"TCGA-DLBC",0.167823850555549,0.254212180458833
