"","R","Pvalues"
"TCGA-UCEC",-0.124200554277929,0.00349917795940457
"TCGA-BRCA",-0.340203639067648,2.92304353933458e-31
"TCGA-LGG",-0.351741402554773,2.50428373967629e-16
"TCGA-CESC",0.0798857342474796,0.164729796481528
"TCGA-STAD",-0.311076069246974,7.4004926615272e-10
"TCGA-ESCA",-0.169221518410473,0.0318768837450783
"TCGA-THCA",-0.314632941223258,5.35576023230116e-13
"TCGA-OV",-0.173465803395493,0.000754372908840922
"TCGA-ACC",-0.0898375720458353,0.431070934786379
"TCGA-GBM",-0.254975486098639,0.00131679170612923
"TCGA-HNSC",-0.152420458627046,0.000626911737968081
"TCGA-PRAD",-0.254346216543782,8.58029990181279e-09
"TCGA-LIHC",0.28740821277338,1.73486082905529e-08
"TCGA-BLCA",-0.0276272015907745,0.575112676971047
"TCGA-COAD",-0.517573683183044,4.13725849159112e-34
"TCGA-LUSC",-0.219463759894046,6.84999139608699e-07
"TCGA-TGCT",-0.180418211752832,0.0271509487588564
"TCGA-KIRP",-0.0571968101628313,0.333427704667758
"TCGA-KIRC",-0.367764870370807,1.13007293293457e-18
"TCGA-PAAD",-0.43516149937385,1.42365150113649e-09
"TCGA-MESO",-0.238279520223275,0.0271534297000098
"TCGA-LUAD",-0.26802173141831,3.2023415952013e-10
"TCGA-THYM",0.134720476494118,0.144075072726257
"TCGA-SARC",-0.148574564965961,0.0167198529650888
"TCGA-CHOL",0.044569495557513,0.796323915257766
"TCGA-UCS",-0.152114220247171,0.263066626565206
"TCGA-PCPG",-0.157654359589261,0.0355783092494111
"TCGA-READ",-0.287839525455929,0.000169621391139723
"TCGA-KICH",-0.272056877162578,0.0283530013172274
"TCGA-UVM",-0.363485848704459,0.000919449411100345
"TCGA-SKCM",-0.250661185397007,0.0106555895160782
"TCGA-DLBC",0.28227133202019,0.0519179139558702
