"","R","Pvalues"
"TCGA-UCEC",0.226598566542658,7.57142614868957e-08
"TCGA-BRCA",0.398169891432998,3.52882903159096e-43
"TCGA-LGG",0.351781358662075,2.48364770924249e-16
"TCGA-CESC",0.346638969674632,5.2103419906025e-10
"TCGA-STAD",-0.00366965023965494,0.943536660036651
"TCGA-ESCA",0.0802140023754784,0.311776227944665
"TCGA-THCA",0.367822640248785,1.57912613657105e-17
"TCGA-OV",0.0742968442424186,0.151570690764249
"TCGA-ACC",0.224629343675395,0.046564627292526
"TCGA-GBM",-0.239979504583368,0.00254904525332171
"TCGA-HNSC",0.354146267843326,3.20776714689001e-16
"TCGA-PRAD",0.481514935905542,2.87219709161716e-30
"TCGA-LIHC",0.165886501767385,0.00134284348483297
"TCGA-BLCA",0.309584197049626,1.20324517828019e-10
"TCGA-COAD",0.00610289241649031,0.894129543296147
"TCGA-LUSC",-0.201223078341664,5.52506346575351e-06
"TCGA-TGCT",0.119417328316621,0.145520809617402
"TCGA-KIRP",0.0907441264680865,0.124427292456607
"TCGA-KIRC",0.31417440151518,8.65317822422437e-14
"TCGA-PAAD",0.366711430628234,5.16139192390373e-07
"TCGA-MESO",0.277483824874726,0.00969190241243205
"TCGA-LUAD",0.17358734738519,5.60642620149456e-05
"TCGA-THYM",0.499628808156181,7.27043922161088e-09
"TCGA-SARC",-0.0437913673983013,0.482876783347323
"TCGA-CHOL",-0.0515503525336198,0.765256818908659
"TCGA-UCS",-0.226693910781095,0.0929356619219527
"TCGA-PCPG",0.207940242687155,0.00534890518372946
"TCGA-READ",0.165346866106043,0.0332605588533606
"TCGA-KICH",-0.0655200498696941,0.604076175889781
"TCGA-UVM",0.153080243167607,0.175211383001659
"TCGA-SKCM",0.256302767264961,0.00896860214115066
"TCGA-DLBC",0.563707757046895,3.01940342124441e-05
