"","R","Pvalues"
"TCGA-UCEC",-0.173672861730551,4.15621409103163e-05
"TCGA-BRCA",-0.288055348236673,1.68590846580592e-22
"TCGA-LGG",-0.434675380133287,5.75766072175985e-25
"TCGA-CESC",0.170876252545945,0.00279828404545419
"TCGA-STAD",-0.176224962660646,0.000607922517821869
"TCGA-ESCA",0.078521329741961,0.322129923634223
"TCGA-THCA",-0.160513652616919,0.000305207662543176
"TCGA-OV",-0.155330360788371,0.00259367091804711
"TCGA-ACC",0.115569071263505,0.31047258938708
"TCGA-GBM",-0.347555731009819,8.77114924106469e-06
"TCGA-HNSC",-0.0061806518506917,0.890351864836047
"TCGA-PRAD",-0.223790078720461,4.51949952693946e-07
"TCGA-LIHC",-0.105155180025107,0.042948329773528
"TCGA-BLCA",-0.0989874538291112,0.0441195522555277
"TCGA-COAD",-0.502114347077473,6.78596056004225e-32
"TCGA-LUSC",-0.171201053155869,0.000115846096497614
"TCGA-TGCT",-0.147183189721872,0.0722815936609271
"TCGA-KIRP",-0.369650551761553,9.37266786986525e-11
"TCGA-KIRC",-0.506549631892324,2.08468150293077e-36
"TCGA-PAAD",-0.0805265561284833,0.286660184527598
"TCGA-MESO",-0.161697592916643,0.136912833672683
"TCGA-LUAD",-0.202982691004589,2.30696284376571e-06
"TCGA-THYM",0.0143282181935748,0.877088958494778
"TCGA-SARC",-0.158710466535618,0.0105251072470493
"TCGA-CHOL",-0.000620335734951176,0.997135079687541
"TCGA-UCS",-0.0155239420930804,0.909588833922077
"TCGA-PCPG",-0.0836756246052401,0.266802766688366
"TCGA-READ",-0.354430791168378,2.79941663478912e-06
"TCGA-KICH",-0.234711973118406,0.0598394948751373
"TCGA-UVM",-0.294933922136626,0.00791189913451466
"TCGA-SKCM",-0.215530348232543,0.0287816242536184
"TCGA-DLBC",0.20803576547209,0.155928395364768
