"","R","Pvalues"
"TCGA-UCEC",0.019902634430536,0.641095609675284
"TCGA-BRCA",-0.100169328455842,0.000868884437235233
"TCGA-LGG",0.0849351911461341,0.0550156440161922
"TCGA-CESC",-0.0284562089304403,0.621159934509913
"TCGA-STAD",-0.188281817424629,0.000245666339377171
"TCGA-ESCA",-0.139159021721749,0.0783149054432122
"TCGA-THCA",0.237933986762752,6.83781789496378e-08
"TCGA-OV",-0.0394657422067312,0.446673310805692
"TCGA-ACC",0.0926818766216115,0.416565070584002
"TCGA-GBM",-0.375147344287838,1.3977705459401e-06
"TCGA-HNSC",-0.143170630168797,0.00132766713019011
"TCGA-PRAD",0.0569393890586334,0.204622772842835
"TCGA-LIHC",-0.170529213717887,0.000974707405950915
"TCGA-BLCA",-0.0161350385348334,0.743419700129424
"TCGA-COAD",-0.341467344589088,1.61582489246885e-14
"TCGA-LUSC",-0.123668980324409,0.00552699228498911
"TCGA-TGCT",0.284812809933557,0.000411648344521253
"TCGA-KIRP",0.0653381753022819,0.269079566827055
"TCGA-KIRC",-0.0978695442036265,0.0231930472966123
"TCGA-PAAD",-0.135654660220499,0.0718113905426121
"TCGA-MESO",-0.132889701625132,0.222558388422369
"TCGA-LUAD",-0.150733526857606,0.000479860863197254
"TCGA-THYM",-0.0238016376508345,0.797224337976914
"TCGA-SARC",-0.218627894321643,0.000393450367687252
"TCGA-CHOL",-0.262095718167275,0.122537083741171
"TCGA-UCS",-0.170391103865902,0.209284097746198
"TCGA-PCPG",0.309741436160863,2.58449995091378e-05
"TCGA-READ",-0.195485974029618,0.0116018262353481
"TCGA-KICH",-0.310355643179864,0.0118667426105934
"TCGA-UVM",-0.29322628425803,0.00829759743179623
"TCGA-SKCM",-0.0111178285326689,0.911251566323172
"TCGA-DLBC",-0.283306343880359,0.0510275751149733
