"","R","Pvalues"
"TCGA-UCEC",-0.377260030935592,4.44391167804968e-20
"TCGA-BRCA",-0.252444294272157,1.75573547396254e-17
"TCGA-LGG",-0.395653466751979,1.34828840835213e-20
"TCGA-CESC",-0.353991272064259,2.1043473251039e-10
"TCGA-STAD",-0.148571213490508,0.00393303214761777
"TCGA-ESCA",0.035247263593183,0.657121532341587
"TCGA-THCA",-0.616160470973955,8.31163117761954e-54
"TCGA-OV",-0.133114900334642,0.00996097293481374
"TCGA-ACC",-0.157011995947375,0.167003313721085
"TCGA-GBM",-0.206488734134655,0.00970307221445932
"TCGA-HNSC",-0.41079650232742,8.87146275929277e-22
"TCGA-PRAD",-0.352989142494332,4.64891827995043e-16
"TCGA-LIHC",-0.267177493294864,1.74998871566855e-07
"TCGA-BLCA",-0.353654521364174,1.21602295525357e-13
"TCGA-COAD",-0.474627512731964,3.17032417845538e-28
"TCGA-LUSC",-0.145077090123347,0.00111545079867947
"TCGA-TGCT",-0.328988590861355,3.94658186081898e-05
"TCGA-KIRP",-0.221875138144601,0.000146814726767486
"TCGA-KIRC",-0.446883186928532,9.01306479040342e-28
"TCGA-PAAD",-0.391110357488561,7.34678074404127e-08
"TCGA-MESO",-0.278767461452364,0.00934700806513643
"TCGA-LUAD",-0.264458193624034,5.57815998394615e-10
"TCGA-THYM",-0.401227737413071,6.12047416254219e-06
"TCGA-SARC",-0.190747693994953,0.00204715901102426
"TCGA-CHOL",-0.193265099040087,0.258748382623068
"TCGA-UCS",-0.413500819535727,0.00153682833510761
"TCGA-PCPG",-0.287277067763717,0.000101061431109702
"TCGA-READ",-0.396278054704089,1.25636461962069e-07
"TCGA-KICH",-0.215694027490374,0.0844166434311627
"TCGA-UVM",-0.544445031918722,1.78524313835516e-07
"TCGA-SKCM",-0.406986699566425,1.98779898804862e-05
"TCGA-DLBC",-0.640299733263405,9.53873928311913e-07
