"","R","Pvalues"
"TCGA-UCEC",0.255337039695206,1.19360358995265e-09
"TCGA-BRCA",0.296209301505488,9.34979361040163e-24
"TCGA-LGG",0.450579944589941,6.4472315095542e-27
"TCGA-CESC",-0.140433431818392,0.0142614584347335
"TCGA-STAD",0.0422147962309926,0.415003455622021
"TCGA-ESCA",-0.175834895037363,0.0256729847290614
"TCGA-THCA",0.455699130085555,4.14936593203917e-27
"TCGA-OV",-0.0145234071173377,0.779520537344634
"TCGA-ACC",0.112012525013777,0.325697286684238
"TCGA-GBM",0.159495041718286,0.0467209393788035
"TCGA-HNSC",0.044761066369913,0.31785114279451
"TCGA-PRAD",0.348150997437719,1.22947224910138e-15
"TCGA-LIHC",-0.159958287876947,0.00199792528128366
"TCGA-BLCA",0.212754444901792,1.26595904872743e-05
"TCGA-COAD",0.434055766960748,2.20992146025538e-23
"TCGA-LUSC",0.112863617002367,0.0113888471431056
"TCGA-TGCT",-0.0418596677031269,0.611026741211264
"TCGA-KIRP",0.212365676363803,0.00028366252397067
"TCGA-KIRC",0.425134307850407,5.03720303298325e-25
"TCGA-PAAD",0.3149739291679,1.95507993885002e-05
"TCGA-MESO",0.103664219828629,0.342194947489477
"TCGA-LUAD",0.181774379976943,2.4218923231013e-05
"TCGA-THYM",0.246026759770639,0.00699475517123589
"TCGA-SARC",-0.0208046177565331,0.738956757474358
"TCGA-CHOL",-0.0898215945644629,0.602391237679718
"TCGA-UCS",-0.364280925597908,0.00577876908721977
"TCGA-PCPG",0.346427560654273,2.17044814358314e-06
"TCGA-READ",0.477260540264329,7.97102318149822e-11
"TCGA-KICH",0.55338525760166,1.74450059547273e-06
"TCGA-UVM",0.0720114666514976,0.525573202428006
"TCGA-SKCM",0.236684827589837,0.0160806467649973
"TCGA-DLBC",-0.185563524375734,0.206684907069957
