"","R","Pvalues"
"TCGA-UCEC",0.147981392503798,0.00049224507456627
"TCGA-BRCA",0.13444780926112,7.51821327421948e-06
"TCGA-LGG",-0.338573365331884,3.59255335532066e-15
"TCGA-CESC",0.139125394264023,0.0152008508806514
"TCGA-STAD",-0.0517280054133056,0.317778547095774
"TCGA-ESCA",-0.110618397186692,0.162430258394467
"TCGA-THCA",0.021829459607728,0.625595384773724
"TCGA-OV",-0.135574493683126,0.00865877236760984
"TCGA-ACC",-0.074006546090963,0.516862233102612
"TCGA-GBM",-0.21388193716369,0.00734031889377799
"TCGA-HNSC",-0.0149026148212444,0.739574390695335
"TCGA-PRAD",-0.0715354596227347,0.110844077584423
"TCGA-LIHC",0.165424704550986,0.00138571197361172
"TCGA-BLCA",-0.0954771730134226,0.0522296467054487
"TCGA-COAD",0.0780944639863687,0.0880954506967852
"TCGA-LUSC",-0.121186055396719,0.00655838700445892
"TCGA-TGCT",0.0907299348424297,0.269509178040448
"TCGA-KIRP",-0.35016742459764,9.88437569752896e-10
"TCGA-KIRC",-0.0808875645883296,0.0608089097758827
"TCGA-PAAD",-0.164275832365645,0.0288940932851298
"TCGA-MESO",0.19528011860191,0.0715700174932336
"TCGA-LUAD",-0.120006739005699,0.00553550286455426
"TCGA-THYM",0.335913332086043,0.000187840632956482
"TCGA-SARC",-0.0761896606147462,0.221706647395239
"TCGA-CHOL",0.0876481118267792,0.611236503945635
"TCGA-UCS",-0.189149904138455,0.162659387201836
"TCGA-PCPG",-0.00887114558058875,0.906444583787876
"TCGA-READ",0.146246111742395,0.0600899689514
"TCGA-KICH",-0.261651895465625,0.0352561637420926
"TCGA-UVM",0.587477272908123,1.01345704873093e-08
"TCGA-SKCM",0.0411900545061349,0.679528205584975
"TCGA-DLBC",0.431249478348724,0.0022120888855104
