"","R","Pvalues"
"TCGA-UCEC",-0.114219979637287,0.00727841964116771
"TCGA-BRCA",-0.0958649463856095,0.00144205513332747
"TCGA-LGG",0.17566152197617,6.54513602693333e-05
"TCGA-CESC",-0.0626657562279525,0.27607256026829
"TCGA-STAD",0.0192153260360139,0.710715601445423
"TCGA-ESCA",-0.138270301737563,0.0802573104216146
"TCGA-THCA",-0.218809899832894,7.40590881788479e-07
"TCGA-OV",-0.00714616631006812,0.890446358408165
"TCGA-ACC",0.135527132795967,0.233694811960261
"TCGA-GBM",0.176771704070783,0.0272766626938318
"TCGA-HNSC",-0.13865055702747,0.00188623929718775
"TCGA-PRAD",-0.055116843342088,0.219512551210648
"TCGA-LIHC",-0.257253414459496,5.08389636100146e-07
"TCGA-BLCA",-0.160371747086679,0.00105873635361504
"TCGA-COAD",-0.1820503813207,6.246850375747e-05
"TCGA-LUSC",-0.0267057355030538,0.550529831237538
"TCGA-TGCT",-0.0914852920613873,0.265525962673883
"TCGA-KIRP",0.015655526566389,0.791360870854774
"TCGA-KIRC",-0.0529937241758089,0.219753542682789
"TCGA-PAAD",-0.0707078440846572,0.349678666559755
"TCGA-MESO",0.153125878119561,0.159259105630455
"TCGA-LUAD",-0.188279788528361,1.21006972526498e-05
"TCGA-THYM",-0.101185334040107,0.273532529704205
"TCGA-SARC",-0.125120158834291,0.0442419738738788
"TCGA-CHOL",-0.439349743062151,0.00734195919184103
"TCGA-UCS",-0.134481200908907,0.32307173124008
"TCGA-PCPG",0.103099027370164,0.170851169501936
"TCGA-READ",-0.1102998759637,0.157157524983248
"TCGA-KICH",-0.136645634763469,0.277745781771871
"TCGA-UVM",-0.2653684171644,0.0173599868174305
"TCGA-SKCM",0.0393354428430406,0.69321796465421
"TCGA-DLBC",0.0557889503474913,0.706454346123158
