"","R","Pvalues"
"TCGA-UCEC",0.346625487742751,5.33063571430327e-17
"TCGA-BRCA",0.423804264865,2.90655636373867e-49
"TCGA-LGG",0.353084546668247,1.89497864349696e-16
"TCGA-CESC",0.361348408924326,8.29532903667263e-11
"TCGA-STAD",0.0616934354174922,0.233325794907125
"TCGA-ESCA",-0.0229562181985672,0.772542940249875
"TCGA-THCA",0.545184365732054,3.29302486726892e-40
"TCGA-OV",-0.0568493124859594,0.272807424216221
"TCGA-ACC",0.0772138630544255,0.498809778386259
"TCGA-GBM",-0.364469652910849,2.90355426118068e-06
"TCGA-HNSC",0.325400149296191,8.52238597743868e-14
"TCGA-PRAD",0.485504390288164,8.17327143982495e-31
"TCGA-LIHC",0.298326707841505,4.60712535184496e-09
"TCGA-BLCA",0.312399982205954,8.00085108542795e-11
"TCGA-COAD",-0.0719619951494718,0.116127233800833
"TCGA-LUSC",-0.304847554183393,2.95150159940577e-12
"TCGA-TGCT",0.137142860410297,0.0942257491936929
"TCGA-KIRP",0.170753144761668,0.00365438287473961
"TCGA-KIRC",0.158171624559797,0.00023010511158933
"TCGA-PAAD",0.403960541747245,2.4648505942512e-08
"TCGA-MESO",0.300235247360101,0.00497525148522443
"TCGA-LUAD",-0.010038814178923,0.817139445748156
"TCGA-THYM",0.61795570562021,7.05407038340174e-14
"TCGA-SARC",0.11833490994035,0.0571847332483399
"TCGA-CHOL",0.128492049080823,0.455155181364412
"TCGA-UCS",0.159439576552986,0.240494105460992
"TCGA-PCPG",0.401333127262252,2.82556231912296e-08
"TCGA-READ",0.123311026929084,0.113468636405543
"TCGA-KICH",0.330006367386771,0.00726099415782707
"TCGA-UVM",0.629650059588211,3.93593172657606e-10
"TCGA-SKCM",0.308864985824881,0.00150160261540325
"TCGA-DLBC",0.423883386010529,0.0026795128265977
