"","R","Pvalues"
"TCGA-UCEC",-0.368637157557185,3.53360400523729e-19
"TCGA-BRCA",-0.212262688700957,1.0821090921748e-12
"TCGA-LGG",-0.470443786869069,1.67558053656969e-29
"TCGA-CESC",-0.348906617146192,3.94918730794574e-10
"TCGA-STAD",-0.371985582719955,9.4483618014066e-14
"TCGA-ESCA",-0.209856938626214,0.00754326258070426
"TCGA-THCA",-0.0865243063322515,0.0526952675847286
"TCGA-OV",-0.15132129504694,0.0033513221436497
"TCGA-ACC",-0.352092792531618,0.00146189079972308
"TCGA-GBM",-0.319838473779905,4.69953131976862e-05
"TCGA-HNSC",-0.311258847458862,1.07796761847664e-12
"TCGA-PRAD",-0.316167697398911,5.04922224661845e-13
"TCGA-LIHC",-0.361998992027257,6.26815370225305e-13
"TCGA-BLCA",-0.349463172606448,2.45905908504328e-13
"TCGA-COAD",-0.503604150199362,4.19816599295812e-32
"TCGA-LUSC",-0.339409574495326,5.32749902923659e-15
"TCGA-TGCT",-0.171953603570404,0.0353720146728132
"TCGA-KIRP",-0.183282249961463,0.00178789354033305
"TCGA-KIRC",-0.330284180221733,3.69558142354325e-15
"TCGA-PAAD",-0.355160263636577,1.2302323501146e-06
"TCGA-MESO",-0.508807707194024,5.67159869620368e-07
"TCGA-LUAD",-0.35347534507973,3.94191849729532e-17
"TCGA-THYM",-0.199152356127288,0.0299036544093822
"TCGA-SARC",-0.387190610980813,1.08491398685758e-10
"TCGA-CHOL",-0.177516238596957,0.300312635851489
"TCGA-UCS",-0.155731568544874,0.25174850063503
"TCGA-PCPG",-0.00904996946973512,0.904567554232655
"TCGA-READ",-0.496347008912322,1.04190627642758e-11
"TCGA-KICH",-0.578914589716858,4.38021229738803e-07
"TCGA-UVM",-0.460425440749569,1.72885239237703e-05
"TCGA-SKCM",-0.383333450027831,6.42256757370754e-05
"TCGA-DLBC",-0.55688551757659,3.94397873526237e-05
