"","R","Pvalues"
"TCGA-UCEC",0.242674238192815,7.93094679460685e-09
"TCGA-BRCA",0.291487904926216,5.04737469198967e-23
"TCGA-LGG",0.283870800913843,6.3098777167775e-11
"TCGA-CESC",0.226532190535502,6.73713924533147e-05
"TCGA-STAD",0.130701602823317,0.0112945061326253
"TCGA-ESCA",0.107433325136306,0.17494528720781
"TCGA-THCA",0.226848344438249,2.79058609978156e-07
"TCGA-OV",-0.0581120942362504,0.262279320967965
"TCGA-ACC",-0.14752652925007,0.194474169445712
"TCGA-GBM",-0.27232941123059,0.000583270844803624
"TCGA-HNSC",0.187414023598941,2.4686788493669e-05
"TCGA-PRAD",0.295648461828387,1.67163518384157e-11
"TCGA-LIHC",0.2344435032484,5.0133133706398e-06
"TCGA-BLCA",0.282027344886762,5.21931226071947e-09
"TCGA-COAD",0.20690317594326,5.08690402795816e-06
"TCGA-LUSC",-0.298360043314011,8.83928901260204e-12
"TCGA-TGCT",-0.016321927737974,0.842855020392603
"TCGA-KIRP",-0.150990944891971,0.0102883206583041
"TCGA-KIRC",0.0587432712817556,0.173657215312094
"TCGA-PAAD",0.0508017467442083,0.501890361963494
"TCGA-MESO",0.0602887909770486,0.581348559534076
"TCGA-LUAD",-0.0050524091131357,0.907358665221905
"TCGA-THYM",0.568201946282296,1.58490735872135e-11
"TCGA-SARC",0.0068635597996894,0.912468421686329
"TCGA-CHOL",0.0185187515451232,0.914630153101675
"TCGA-UCS",0.119073966583922,0.382071378287811
"TCGA-PCPG",0.307078657767849,3.05589746083598e-05
"TCGA-READ",0.244954606785633,0.00146882798764017
"TCGA-KICH",0.140439814055426,0.264493484206306
"TCGA-UVM",0.547417274630205,1.48320865586918e-07
"TCGA-SKCM",0.292440779904836,0.00272161736788299
"TCGA-DLBC",-0.0596853357517506,0.686969070774624
