"","R","Pvalues"
"TCGA-UCEC",-0.03587846174289,0.400601676587007
"TCGA-BRCA",-0.110135185882995,0.000249191620580856
"TCGA-LGG",-0.064744340279902,0.143874060341471
"TCGA-CESC",0.245790856855294,1.46070733324843e-05
"TCGA-STAD",-0.0909466416625254,0.0785874718611998
"TCGA-ESCA",0.338767799759136,1.10429183777574e-05
"TCGA-THCA",0.0624691646240947,0.162257275734323
"TCGA-OV",0.00120132967795857,0.981526753563904
"TCGA-ACC",0.158559284962894,0.162808093515553
"TCGA-GBM",0.0226783727943198,0.778702065025713
"TCGA-HNSC",0.247909826842438,1.93757767508022e-08
"TCGA-PRAD",0.13371832433039,0.00278990099186876
"TCGA-LIHC",0.0774146737551488,0.136667986857366
"TCGA-BLCA",0.0766984785712615,0.119195171301595
"TCGA-COAD",-0.304680296193702,1.00113706379673e-11
"TCGA-LUSC",-0.1066258293858,0.0168552275028707
"TCGA-TGCT",-0.0715319840657138,0.384371199307027
"TCGA-KIRP",-0.0113295508388656,0.848181803527654
"TCGA-KIRC",-0.187468537492959,1.20295469109204e-05
"TCGA-PAAD",-0.0620605111990458,0.411872545917491
"TCGA-MESO",0.207391943712184,0.0553627965664368
"TCGA-LUAD",-0.163841733314687,0.000145044431432579
"TCGA-THYM",-0.00348532139683761,0.969991329819739
"TCGA-SARC",0.0883367163726315,0.156324811458231
"TCGA-CHOL",0.366437143803026,0.0279403198385668
"TCGA-UCS",0.253556650797691,0.0593501139826146
"TCGA-PCPG",-0.00425836753598629,0.955012246516759
"TCGA-READ",-0.299726902060514,8.7412261950979e-05
"TCGA-KICH",-0.329644309904756,0.00732909227049603
"TCGA-UVM",-0.400643261914615,0.000230875439575469
"TCGA-SKCM",-0.110319254484411,0.267281780099732
"TCGA-DLBC",0.45006119633228,0.00132933741860967
