"","R","Pvalues"
"TCGA-UCEC",0.159092405591326,0.000176929095589689
"TCGA-BRCA",0.0979431998419401,0.00113192815045934
"TCGA-LGG",0.0097506053077456,0.825963919998932
"TCGA-CESC",-0.103439912023973,0.0717122665512769
"TCGA-STAD",0.0888898578491347,0.0856139510059171
"TCGA-ESCA",-0.210609594277049,0.00732577000299535
"TCGA-THCA",0.139853641646576,0.00168308990896221
"TCGA-OV",-0.0990735380667859,0.0555831768551694
"TCGA-ACC",0.00500423811075069,0.965087781134492
"TCGA-GBM",-0.184798551980961,0.0209159404130792
"TCGA-HNSC",0.0924602372764531,0.0387597928197751
"TCGA-PRAD",0.103510422523659,0.0208696765603138
"TCGA-LIHC",0.374570979458401,8.40210404964275e-14
"TCGA-BLCA",0.0239426465377018,0.627139120823
"TCGA-COAD",0.250725613757099,2.7553775065132e-08
"TCGA-LUSC",-0.151247364057615,0.000674150300874329
"TCGA-TGCT",-0.174885929003157,0.0323133283017437
"TCGA-KIRP",0.00225264586111033,0.969637881600561
"TCGA-KIRC",-0.0642422480643832,0.136708822428989
"TCGA-PAAD",0.298900335456594,5.31754678267534e-05
"TCGA-MESO",-0.0870597509016604,0.42541629898073
"TCGA-LUAD",0.130580282910956,0.00252320329050417
"TCGA-THYM",0.0713790163979118,0.440458676091354
"TCGA-SARC",0.0740074991555968,0.235264995951609
"TCGA-CHOL",0.362243013962035,0.0299242672811111
"TCGA-UCS",0.509410819249011,6.08054039952161e-05
"TCGA-PCPG",-0.0297037281636464,0.693882276925119
"TCGA-READ",0.186435090912564,0.0161714711872977
"TCGA-KICH",0.0923130338754398,0.464550499568436
"TCGA-UVM",0.0782458140893507,0.490259584196352
"TCGA-SKCM",-0.0129700146067513,0.896542478049009
"TCGA-DLBC",0.125134167876563,0.396749701945491
