"","R","Pvalues"
"TCGA-UCEC",-0.0193211562405495,0.650876191969716
"TCGA-BRCA",0.0239284931560481,0.427456513980576
"TCGA-LGG",0.0249649377545337,0.57340365748352
"TCGA-CESC",0.0956938648168119,0.095826996955332
"TCGA-STAD",0.0730488622357279,0.158023796381021
"TCGA-ESCA",-0.0877865965914565,0.26814387112935
"TCGA-THCA",-0.171786881586975,0.000109667067716742
"TCGA-OV",-0.118427038438799,0.0219825052739591
"TCGA-ACC",0.214852688860804,0.0572385539528011
"TCGA-GBM",0.196637149838227,0.0138815345095933
"TCGA-HNSC",0.0523342808236761,0.242765727023646
"TCGA-PRAD",-0.216342600364383,1.09591160804078e-06
"TCGA-LIHC",0.0486505535387933,0.350062989740143
"TCGA-BLCA",-0.167049358237237,0.000643263602453206
"TCGA-COAD",-0.0204794659089112,0.655148418511119
"TCGA-LUSC",0.073635857733344,0.0993603470226186
"TCGA-TGCT",-0.0149833651201027,0.855596004262598
"TCGA-KIRP",-0.123898944322117,0.0355887992193363
"TCGA-KIRC",-0.0494341113016787,0.252354731221204
"TCGA-PAAD",0.246236599797691,0.000953931114873385
"TCGA-MESO",0.0571048833052508,0.601498938345278
"TCGA-LUAD",0.122650731382137,0.00457286152258974
"TCGA-THYM",-0.161332923227321,0.0796261057099329
"TCGA-SARC",0.170717465749547,0.00588004064598725
"TCGA-CHOL",-0.0095469817507272,0.955930141841451
"TCGA-UCS",-0.267574614722792,0.0461849144961414
"TCGA-PCPG",-0.10180267502987,0.17632293433509
"TCGA-READ",-0.0863829534271318,0.268455446013868
"TCGA-KICH",0.187950242011257,0.133796194455972
"TCGA-UVM",0.135272131987268,0.231549621615825
"TCGA-SKCM",-0.194791459338033,0.0486414697966334
"TCGA-DLBC",0.025386841428723,0.864006414135228
