"","R","Pvalues"
"TCGA-UCEC",-0.0967380375224367,0.0231505415938502
"TCGA-BRCA",0.101390835480266,0.00074983197233139
"TCGA-LGG",-0.0482668386119809,0.276132004695913
"TCGA-CESC",0.228943903264827,5.60220152344807e-05
"TCGA-STAD",0.0901877991334017,0.0811234041506871
"TCGA-ESCA",0.0284425335515996,0.720226775842592
"TCGA-THCA",-0.268680772335,9.49188531550265e-10
"TCGA-OV",0.137451245337143,0.00776944355751497
"TCGA-ACC",-0.0995904415576003,0.382530185018434
"TCGA-GBM",0.0492977482667982,0.541101322024684
"TCGA-HNSC",0.0637692807069254,0.154502930028044
"TCGA-PRAD",0.0151099386282666,0.736596436025
"TCGA-LIHC",-0.0197850908238904,0.70406495763191
"TCGA-BLCA",-0.0494983634483328,0.315034799707833
"TCGA-COAD",-0.058653715775299,0.200508790319628
"TCGA-LUSC",0.040435554378886,0.365950700952556
"TCGA-TGCT",-0.0460651106477681,0.5756446960817
"TCGA-KIRP",-0.118349587414274,0.0447728368948325
"TCGA-KIRC",-0.229602999092895,7.23139905191336e-08
"TCGA-PAAD",-0.0466932776958731,0.537136464597677
"TCGA-MESO",0.0691136969752055,0.527183015258216
"TCGA-LUAD",-0.0696791881712019,0.108088223862227
"TCGA-THYM",0.10197086452705,0.269806325672488
"TCGA-SARC",0.159038195603375,0.0103642655002137
"TCGA-CHOL",-0.0154361280539292,0.928801088733188
"TCGA-UCS",-0.163383457386154,0.228907242776964
"TCGA-PCPG",-0.0569740475619553,0.450016718505471
"TCGA-READ",-0.00560990994063894,0.942814366294632
"TCGA-KICH",-0.119442648868934,0.343286824165153
"TCGA-UVM",-0.235957338907369,0.0351087290832334
"TCGA-SKCM",-0.0725137889411869,0.466667381125844
"TCGA-DLBC",-0.182817362373495,0.213601870204484
