"","R","Pvalues"
"TCGA-UCEC",-0.370031188337764,2.53788651264804e-19
"TCGA-BRCA",-0.427455597753045,3.57263196463075e-50
"TCGA-LGG",-0.406713244047626,8.8933550204322e-22
"TCGA-CESC",-0.158758932829369,0.00553258678644631
"TCGA-STAD",-0.158626244485714,0.00206265655251107
"TCGA-ESCA",-0.0911053043165924,0.250398746000494
"TCGA-THCA",-0.548809764601348,7.94829500472458e-41
"TCGA-OV",-0.145084508091385,0.0049342057325698
"TCGA-ACC",-0.25232895289402,0.0248686686524914
"TCGA-GBM",-0.335925988597539,1.80916588850682e-05
"TCGA-HNSC",-0.400198909700975,1.17879817867385e-20
"TCGA-PRAD",-0.424406911509745,3.40585549364141e-23
"TCGA-LIHC",-0.197744085662414,0.000126131909918975
"TCGA-BLCA",-0.331707367320358,4.33224732804278e-12
"TCGA-COAD",-0.538420099145076,2.78090429975161e-37
"TCGA-LUSC",-0.322335264428999,1.33622696576987e-13
"TCGA-TGCT",-0.23158656976658,0.00435151329949678
"TCGA-KIRP",-0.585482473679006,6.8350190516166e-28
"TCGA-KIRC",-0.636336510347262,2.07812808134931e-62
"TCGA-PAAD",-0.593791014187436,3.0206496487994e-18
"TCGA-MESO",-0.514171513108036,4.11104926718384e-07
"TCGA-LUAD",-0.461336563326447,1.89755489497332e-29
"TCGA-THYM",-0.278708138412336,0.00214551971746993
"TCGA-SARC",-0.05864436700481,0.347199123521714
"TCGA-CHOL",-0.449832511339337,0.0059124291414101
"TCGA-UCS",-0.291888898568137,0.0290499215715596
"TCGA-PCPG",-0.279312075987672,0.00015958546889612
"TCGA-READ",-0.521631894876152,5.74964283047906e-13
"TCGA-KICH",-0.64154745427449,8.49782618210356e-09
"TCGA-UVM",-0.598182728202705,4.64464266449917e-09
"TCGA-SKCM",-0.179938856291131,0.0689467708002138
"TCGA-DLBC",-0.207793407808499,0.156421792903798
