"","R","Pvalues"
"TCGA-UCEC",-0.027710818120545,0.516264509934392
"TCGA-BRCA",-0.00372326612694486,0.901743533564108
"TCGA-LGG",0.154483827498904,0.000457184925634963
"TCGA-CESC",0.176498751797697,0.00200852395019697
"TCGA-STAD",0.0588248860024479,0.255822543684389
"TCGA-ESCA",0.131600228665979,0.0961016414478098
"TCGA-THCA",0.054146324699008,0.225883161172517
"TCGA-OV",-0.101676634472789,0.0494321593382815
"TCGA-ACC",-0.0656612331265773,0.565339645090413
"TCGA-GBM",-0.226801224621152,0.00441108182715799
"TCGA-HNSC",0.147983868077437,0.000903309341769936
"TCGA-PRAD",-0.0534743183917526,0.23358218219606
"TCGA-LIHC",0.245593284675443,1.68429891876499e-06
"TCGA-BLCA",0.0529868740677412,0.282097503014079
"TCGA-COAD",-0.0617249543451572,0.17789737356233
"TCGA-LUSC",-0.123590931912828,0.00555705095777331
"TCGA-TGCT",0.0213558196270849,0.79532981623597
"TCGA-KIRP",-0.316426569309779,4.05945724006032e-08
"TCGA-KIRC",-0.359938478543258,6.70263220967801e-18
"TCGA-PAAD",0.145020804846339,0.0541168790999414
"TCGA-MESO",0.150594453483222,0.166350259090751
"TCGA-LUAD",-0.112708786098454,0.00920679875573348
"TCGA-THYM",0.417262540544404,2.34770511035095e-06
"TCGA-SARC",0.154398194296102,0.0128564876950247
"TCGA-CHOL",-0.0385552783498725,0.823340599608187
"TCGA-UCS",0.434195126556668,0.000827473984725847
"TCGA-PCPG",0.0241658655242248,0.748825709805104
"TCGA-READ",-0.193977752446327,0.0122737032165212
"TCGA-KICH",-0.207506289190982,0.0971932674955554
"TCGA-UVM",-0.0891240968971762,0.431767628307285
"TCGA-SKCM",0.139578581360553,0.159672625527469
"TCGA-DLBC",-0.23953865766623,0.101047241345815
